,train,val,test
pca_54845,True,False,False
pca_26197,True,False,False
pca_58347,True,False,False
pca_54853,True,False,False
pca_58838,True,False,False
pca_32884,True,False,False
pca_56320,True,False,False
pca_57870,True,False,False
pca_53556,True,False,False
pca_57174,True,False,False
pca_56384,True,False,False
pca_54839,True,False,False
pca_54910,True,False,False
pca_51657,True,False,False
pca_50963,True,False,False
pca_2174,True,False,False
pca_22705,True,False,False
pca_55860,True,False,False
pca_33762,True,False,False
pca_33026,True,False,False
pca_54870,True,False,False
pca_59010,True,False,False
pca_3661,True,False,False
pca_56432,True,False,False
pca_53549,True,False,False
pca_22039,True,False,False
pca_57570,True,False,False
pca_55858,True,False,False
pca_55868,True,False,False
pca_57515,True,False,False
pca_57529,True,False,False
pca_153,True,False,False
pca_58393,True,False,False
pca_53448,True,False,False
pca_51654,True,False,False
pca_55857,True,False,False
pca_57216,True,False,False
pca_58160,True,False,False
pca_59004,True,False,False
pca_58339,True,False,False
pca_54867,True,False,False
pca_55864,True,False,False
pca_57868,True,False,False
pca_58343,True,False,False
pca_57866,True,False,False
pca_56421,True,False,False
pca_33520,True,False,False
pca_57547,True,False,False
pca_54050,True,False,False
pca_55843,True,False,False
pca_57565,True,False,False
pca_33708,True,False,False
pca_56434,True,False,False
pca_58227,True,False,False
pca_57160,True,False,False
pca_3287,True,False,False
pca_58328,True,False,False
pca_57789,True,False,False
pca_33204,True,False,False
pca_57176,True,False,False
pca_56390,True,False,False
pca_55820,True,False,False
pca_55849,True,False,False
pca_58826,True,False,False
pca_56436,True,False,False
pca_57518,True,False,False
pca_19300,True,False,False
pca_55802,True,False,False
pca_57572,True,False,False
pca_58427,True,False,False
pca_58306,True,False,False
pca_33810,True,False,False
pca_58950,True,False,False
pca_339,True,False,False
pca_59018,True,False,False
pca_59034,True,False,False
pca_25866,True,False,False
pca_55839,True,False,False
pca_26466,True,False,False
pca_55862,True,False,False
pca_58276,True,False,False
pca_53331,True,False,False
pca_58397,True,False,False
pca_57801,True,False,False
pca_30466,True,False,False
pca_55816,True,False,False
pca_55810,True,False,False
pca_53329,True,False,False
pca_55836,True,False,False
pca_15987,True,False,False
pca_56459,True,False,False
pca_22925,True,False,False
pca_58956,True,False,False
pca_56428,True,False,False
pca_53782,True,False,False
pca_22534,True,False,False
pca_57170,True,False,False
pca_55851,True,False,False
pca_55824,True,False,False
pca_55866,True,False,False
pca_55822,True,False,False
pca_57166,True,False,False
pca_58952,True,False,False
pca_57524,True,False,False
pca_58203,True,False,False
pca_55841,True,False,False
pca_57528,True,False,False
pca_26268,True,False,False
pca_58301,True,False,False
pca_57880,True,False,False
pca_58199,True,False,False
pca_58423,True,False,False
pca_57876,True,False,False
pca_58438,True,False,False
pca_35230,True,False,False
pca_55838,True,False,False
pca_55855,True,False,False
pca_21532,True,False,False
pca_55826,True,False,False
pca_56461,True,False,False
pca_56398,True,False,False
pca_56412,True,False,False
pca_57533,True,False,False
pca_57858,True,False,False
pca_58330,True,False,False
pca_57670,True,False,False
pca_54848,True,False,False
pca_54855,True,False,False
pca_53321,True,False,False
pca_56410,True,False,False
pca_2229,True,False,False
pca_56440,True,False,False
pca_56386,True,False,False
pca_57543,True,False,False
pca_55847,True,False,False
pca_30440,True,False,False
pca_59030,True,False,False
pca_695,True,False,False
pca_53458,True,False,False
pca_56451,True,False,False
pca_54841,True,False,False
pca_58345,True,False,False
pca_54906,True,False,False
pca_54089,True,False,False
pca_58335,True,False,False
pca_56406,True,False,False
pca_58828,True,False,False
pca_26077,True,False,False
pca_34185,True,False,False
pca_59060,True,False,False
pca_58948,True,False,False
pca_24420,True,False,False
pca_55828,True,False,False
pca_58261,True,False,False
pca_22888,True,False,False
pca_54868,True,False,False
pca_32022,True,False,False
pca_34164,True,False,False
pca_59062,True,False,False
pca_57545,True,False,False
pca_32005,True,False,False
pca_56417,True,False,False
pca_21674,False,True,False
pca_51455,False,True,False
pca_58991,False,True,False
pca_30460,False,True,False
pca_58252,False,True,False
pca_57574,False,True,False
pca_58421,False,True,False
pca_26148,False,True,False
pca_41268,False,True,False
pca_57180,False,True,False
pca_33888,False,True,False
pca_56452,False,True,False
pca_58954,False,True,False
pca_54860,False,True,False
pca_58304,False,True,False
pca_55807,False,True,False
pca_24824,False,True,False
pca_2170,False,True,False
pca_55853,False,True,False
pca_2241,False,True,False
pca_54909,False,True,False
pca_59002,False,True,False
pca_35919,False,True,False
pca_53314,False,True,False
pca_54001,False,True,False
pca_58399,False,True,False
pca_57862,False,True,False
pca_57522,False,True,False
pca_42717,False,True,False
pca_54916,False,True,False
pca_56430,False,True,False
pca_56447,False,True,False
pca_57178,False,True,False
pca_2493,False,True,False
pca_19244,False,True,False
pca_58281,False,False,True
pca_26840,False,False,True
pca_58363,False,False,True
pca_58401,False,False,True
pca_21769,False,False,True
pca_57172,False,False,True
pca_2484,False,False,True
pca_33220,False,False,True
pca_57557,False,False,True
pca_58419,False,False,True
pca_57164,False,False,True
pca_58291,False,False,True
pca_58313,False,False,True
pca_22892,False,False,True
pca_58341,False,False,True
pca_59026,False,False,True
pca_21572,False,False,True
pca_55831,False,False,True
pca_55845,False,False,True
pca_26640,False,False,True
pca_3838,False,False,True
pca_55814,False,False,True
pca_57678,False,False,True
pca_57513,False,False,True
pca_57864,False,False,True
pca_57168,False,False,True
pca_54851,False,False,True
pca_55833,False,False,True
pca_58797,False,False,True
pca_56382,False,False,True
pca_54077,False,False,True
pca_33576,False,False,True
pca_58264,False,False,True
pca_26152,False,False,True
pca_35172,False,False,True
