,train,val,test
0,pca_54845,pca_56434,pca_30460
1,pca_58347,pca_58160,pca_26840
2,pca_54853,pca_26197,pca_26148
3,pca_57180,pca_56452,pca_56384
4,pca_58838,pca_57160,pca_22705
5,pca_57574,pca_2174,pca_58401
6,pca_56320,pca_57870,pca_55858
7,pca_58954,pca_57868,pca_51654
8,pca_53556,pca_32884,pca_54910
9,pca_57174,pca_57168,pca_3661
10,pca_58363,pca_59026,pca_55857
11,pca_54839,pca_33810,pca_3287
12,pca_51657,pca_56436,pca_2484
13,pca_50963,pca_54906,pca_53314
14,pca_58252,pca_53458,pca_56417
15,pca_55860,pca_53331,pca_56428
16,pca_33762,pca_55820,pca_22534
17,pca_21769,pca_56461,pca_58950
18,pca_58419,pca_21572,pca_55866
19,pca_33026,pca_55807,pca_35172
20,pca_54870,pca_58956,pca_58438
21,pca_58313,pca_53329,pca_26077
22,pca_59010,pca_25866,pca_32022
23,pca_56432,pca_54001,pca_58828
24,pca_41268,,pca_56398
25,pca_53549,,pca_59060
26,pca_22039,,pca_19300
27,pca_58991,,pca_24824
28,pca_57570,,pca_339
29,pca_55868,,pca_54841
30,pca_57515,,pca_56440
31,pca_57529,,pca_58301
32,pca_21674,,pca_57178
33,pca_153,,pca_56430
34,pca_58393,,pca_58264
35,pca_53448,,
36,pca_57216,,
37,pca_59004,,
38,pca_58339,,
39,pca_51455,,
40,pca_57164,,
41,pca_54867,,
42,pca_33220,,
43,pca_58281,,
44,pca_55864,,
45,pca_58343,,
46,pca_57866,,
47,pca_56421,,
48,pca_58421,,
49,pca_33520,,
50,pca_57547,,
51,pca_54050,,
52,pca_55843,,
53,pca_57565,,
54,pca_33708,,
55,pca_57557,,
56,pca_58227,,
57,pca_33888,,
58,pca_57172,,
59,pca_58328,,
60,pca_57789,,
61,pca_33204,,
62,pca_57176,,
63,pca_58291,,
64,pca_56390,,
65,pca_55849,,
66,pca_58826,,
67,pca_55814,,
68,pca_26640,,
69,pca_54077,,
70,pca_54916,,
71,pca_57518,,
72,pca_55853,,
73,pca_57862,,
74,pca_55802,,
75,pca_58304,,
76,pca_57572,,
77,pca_58427,,
78,pca_58306,,
79,pca_2241,,
80,pca_33576,,
81,pca_54851,,
82,pca_19244,,
83,pca_58341,,
84,pca_54909,,
85,pca_59018,,
86,pca_59034,,
87,pca_55839,,
88,pca_26466,,
89,pca_55862,,
90,pca_42717,,
91,pca_58276,,
92,pca_58397,,
93,pca_57801,,
94,pca_55833,,
95,pca_30466,,
96,pca_55816,,
97,pca_3838,,
98,pca_2493,,
99,pca_55810,,
100,pca_57864,,
101,pca_55836,,
102,pca_15987,,
103,pca_56459,,
104,pca_22925,,
105,pca_2170,,
106,pca_53782,,
107,pca_57170,,
108,pca_55851,,
109,pca_55824,,
110,pca_55822,,
111,pca_57166,,
112,pca_58952,,
113,pca_57524,,
114,pca_58203,,
115,pca_55841,,
116,pca_57528,,
117,pca_26268,,
118,pca_56382,,
119,pca_57880,,
120,pca_58199,,
121,pca_58423,,
122,pca_57876,,
123,pca_57522,,
124,pca_35230,,
125,pca_55838,,
126,pca_55855,,
127,pca_26152,,
128,pca_21532,,
129,pca_57513,,
130,pca_55826,,
131,pca_56412,,
132,pca_57533,,
133,pca_57858,,
134,pca_58330,,
135,pca_57670,,
136,pca_54848,,
137,pca_54855,,
138,pca_53321,,
139,pca_56410,,
140,pca_2229,,
141,pca_56386,,
142,pca_57543,,
143,pca_58797,,
144,pca_55847,,
145,pca_30440,,
146,pca_59030,,
147,pca_695,,
148,pca_56451,,
149,pca_58345,,
150,pca_54089,,
151,pca_56447,,
152,pca_58335,,
153,pca_55845,,
154,pca_57678,,
155,pca_56406,,
156,pca_55831,,
157,pca_54860,,
158,pca_34185,,
159,pca_58948,,
160,pca_24420,,
161,pca_55828,,
162,pca_58261,,
163,pca_22888,,
164,pca_22892,,
165,pca_54868,,
166,pca_58399,,
167,pca_34164,,
168,pca_35919,,
169,pca_59062,,
170,pca_57545,,
171,pca_32005,,
172,pca_59002,,
