,train,val,test
0,pca_54845,pca_153,pca_58328
1,pca_26197,pca_30460,pca_22705
2,pca_54853,pca_55860,pca_54867
3,pca_57180,pca_57870,pca_59004
4,pca_58838,pca_33026,pca_58347
5,pca_57574,pca_53556,pca_57216
6,pca_32884,pca_54050,pca_58419
7,pca_56320,pca_58252,pca_53448
8,pca_58954,pca_58363,pca_58421
9,pca_57174,pca_33810,pca_55843
10,pca_56384,pca_19244,pca_3661
11,pca_54839,pca_58341,pca_57565
12,pca_54910,pca_55828,pca_50963
13,pca_56452,pca_59062,pca_30440
14,pca_51657,pca_57178,pca_58306
15,pca_2174,pca_26466,pca_56417
16,pca_33762,pca_58952,pca_58956
17,pca_21769,pca_34185,pca_56406
18,pca_26148,pca_57524,pca_58397
19,pca_54870,pca_54909,pca_56451
20,pca_58313,pca_53329,pca_57670
21,pca_59010,pca_56430,pca_30466
22,pca_56432,pca_55853,pca_56398
23,pca_41268,pca_57862,pca_58423
24,pca_53549,,pca_57801
25,pca_22039,,pca_26077
26,pca_58991,,pca_54860
27,pca_57570,,pca_57513
28,pca_55858,,pca_57522
29,pca_55868,,pca_55810
30,pca_2484,,pca_56436
31,pca_57515,,pca_57543
32,pca_58401,,pca_57876
33,pca_57529,,pca_695
34,pca_21674,,pca_26152
35,pca_58393,,
36,pca_51654,,
37,pca_55857,,
38,pca_58160,,
39,pca_26840,,
40,pca_58339,,
41,pca_51455,,
42,pca_57164,,
43,pca_33220,,
44,pca_58281,,
45,pca_55864,,
46,pca_57868,,
47,pca_58343,,
48,pca_57866,,
49,pca_56421,,
50,pca_33520,,
51,pca_57547,,
52,pca_33708,,
53,pca_57557,,
54,pca_56434,,
55,pca_58227,,
56,pca_57160,,
57,pca_33888,,
58,pca_3287,,
59,pca_57172,,
60,pca_57789,,
61,pca_33204,,
62,pca_57176,,
63,pca_58291,,
64,pca_56390,,
65,pca_55820,,
66,pca_55849,,
67,pca_58826,,
68,pca_55814,,
69,pca_26640,,
70,pca_54077,,
71,pca_54916,,
72,pca_57518,,
73,pca_54001,,
74,pca_19300,,
75,pca_55802,,
76,pca_58304,,
77,pca_57572,,
78,pca_58427,,
79,pca_2241,,
80,pca_53314,,
81,pca_33576,,
82,pca_54851,,
83,pca_58950,,
84,pca_339,,
85,pca_59018,,
86,pca_59034,,
87,pca_25866,,
88,pca_55839,,
89,pca_55807,,
90,pca_55862,,
91,pca_42717,,
92,pca_58276,,
93,pca_53331,,
94,pca_55833,,
95,pca_55816,,
96,pca_3838,,
97,pca_2493,,
98,pca_35172,,
99,pca_57864,,
100,pca_55836,,
101,pca_15987,,
102,pca_56459,,
103,pca_22925,,
104,pca_56428,,
105,pca_2170,,
106,pca_53782,,
107,pca_22534,,
108,pca_57170,,
109,pca_55851,,
110,pca_55824,,
111,pca_55866,,
112,pca_55822,,
113,pca_57166,,
114,pca_58203,,
115,pca_55841,,
116,pca_57528,,
117,pca_26268,,
118,pca_56382,,
119,pca_58301,,
120,pca_57880,,
121,pca_58199,,
122,pca_58438,,
123,pca_35230,,
124,pca_55838,,
125,pca_55855,,
126,pca_21532,,
127,pca_55826,,
128,pca_56461,,
129,pca_56412,,
130,pca_57533,,
131,pca_57858,,
132,pca_58330,,
133,pca_54848,,
134,pca_54855,,
135,pca_59026,,
136,pca_53321,,
137,pca_56410,,
138,pca_2229,,
139,pca_56440,,
140,pca_56386,,
141,pca_58797,,
142,pca_24824,,
143,pca_55847,,
144,pca_59030,,
145,pca_53458,,
146,pca_54841,,
147,pca_58345,,
148,pca_54906,,
149,pca_54089,,
150,pca_56447,,
151,pca_58335,,
152,pca_55845,,
153,pca_21572,,
154,pca_57168,,
155,pca_57678,,
156,pca_55831,,
157,pca_58828,,
158,pca_59060,,
159,pca_58948,,
160,pca_24420,,
161,pca_58261,,
162,pca_22888,,
163,pca_22892,,
164,pca_54868,,
165,pca_58399,,
166,pca_32022,,
167,pca_34164,,
168,pca_35919,,
169,pca_57545,,
170,pca_58264,,
171,pca_32005,,
172,pca_59002,,
