,train,val,test
0,pca_26197,pca_58227,pca_53549
1,pca_54853,pca_51455,pca_153
2,pca_58838,pca_57515,pca_33026
3,pca_57574,pca_56320,pca_33520
4,pca_32884,pca_55857,pca_58393
5,pca_57870,pca_54870,pca_33204
6,pca_53556,pca_57529,pca_57216
7,pca_57174,pca_57789,pca_58281
8,pca_58363,pca_58954,pca_57866
9,pca_56384,pca_58252,pca_57868
10,pca_54839,pca_57180,pca_58421
11,pca_56452,pca_54910,pca_41268
12,pca_51657,pca_54845,pca_58347
13,pca_50963,pca_22534,pca_2229
14,pca_2174,pca_58341,pca_58797
15,pca_22705,pca_57178,pca_55847
16,pca_55860,pca_59030,pca_56412
17,pca_33762,pca_57678,pca_57670
18,pca_21769,pca_58956,pca_3838
19,pca_58419,pca_55853,pca_55845
20,pca_26148,pca_57513,pca_56461
21,pca_58313,pca_22888,pca_53329
22,pca_59010,pca_15987,pca_56382
23,pca_3661,pca_54909,pca_22925
24,pca_56432,pca_42717,pca_55838
25,pca_22039,pca_56417,pca_32022
26,pca_58991,pca_25866,pca_2170
27,pca_57570,pca_54089,pca_58264
28,pca_55858,pca_56440,pca_59060
29,pca_55868,pca_30466,pca_57858
30,pca_2484,pca_54916,pca_57801
31,pca_58401,pca_54860,pca_54848
32,pca_21674,pca_19300,pca_59018
33,pca_53448,pca_30440,pca_35172
34,pca_51654,pca_57880,pca_55816
35,pca_58160,,
36,pca_59004,,
37,pca_26840,,
38,pca_58339,,
39,pca_57164,,
40,pca_30460,,
41,pca_54867,,
42,pca_33220,,
43,pca_55864,,
44,pca_58343,,
45,pca_56421,,
46,pca_57547,,
47,pca_54050,,
48,pca_55843,,
49,pca_57565,,
50,pca_33708,,
51,pca_57557,,
52,pca_56434,,
53,pca_57160,,
54,pca_33888,,
55,pca_3287,,
56,pca_57172,,
57,pca_58328,,
58,pca_57176,,
59,pca_58291,,
60,pca_56390,,
61,pca_55820,,
62,pca_55849,,
63,pca_58826,,
64,pca_55814,,
65,pca_56436,,
66,pca_26640,,
67,pca_54077,,
68,pca_57518,,
69,pca_54001,,
70,pca_57862,,
71,pca_55802,,
72,pca_58304,,
73,pca_57572,,
74,pca_58427,,
75,pca_58306,,
76,pca_2241,,
77,pca_53314,,
78,pca_33576,,
79,pca_33810,,
80,pca_54851,,
81,pca_58950,,
82,pca_19244,,
83,pca_339,,
84,pca_59034,,
85,pca_55839,,
86,pca_55807,,
87,pca_26466,,
88,pca_55862,,
89,pca_58276,,
90,pca_53331,,
91,pca_58397,,
92,pca_56430,,
93,pca_55833,,
94,pca_2493,,
95,pca_55810,,
96,pca_57864,,
97,pca_55836,,
98,pca_56459,,
99,pca_56428,,
100,pca_53782,,
101,pca_57170,,
102,pca_55851,,
103,pca_55824,,
104,pca_55866,,
105,pca_55822,,
106,pca_57166,,
107,pca_58952,,
108,pca_57524,,
109,pca_58203,,
110,pca_55841,,
111,pca_57528,,
112,pca_26268,,
113,pca_58301,,
114,pca_58199,,
115,pca_58423,,
116,pca_57876,,
117,pca_58438,,
118,pca_57522,,
119,pca_35230,,
120,pca_55855,,
121,pca_26152,,
122,pca_21532,,
123,pca_55826,,
124,pca_56398,,
125,pca_57533,,
126,pca_58330,,
127,pca_54855,,
128,pca_59026,,
129,pca_53321,,
130,pca_56410,,
131,pca_56386,,
132,pca_57543,,
133,pca_24824,,
134,pca_695,,
135,pca_53458,,
136,pca_56451,,
137,pca_54841,,
138,pca_58345,,
139,pca_54906,,
140,pca_56447,,
141,pca_58335,,
142,pca_21572,,
143,pca_57168,,
144,pca_56406,,
145,pca_55831,,
146,pca_58828,,
147,pca_26077,,
148,pca_34185,,
149,pca_58948,,
150,pca_24420,,
151,pca_55828,,
152,pca_58261,,
153,pca_22892,,
154,pca_54868,,
155,pca_58399,,
156,pca_34164,,
157,pca_35919,,
158,pca_59062,,
159,pca_57545,,
160,pca_32005,,
161,pca_59002,,
