,train,val,test
0,pca_54845,pca_58954,pca_57868
1,pca_26197,pca_59004,pca_59010
2,pca_58347,pca_57547,pca_2174
3,pca_54853,pca_3287,pca_58291
4,pca_57574,pca_2484,pca_58160
5,pca_56320,pca_32884,pca_57176
6,pca_57870,pca_33204,pca_22039
7,pca_53556,pca_55843,pca_33762
8,pca_57174,pca_53448,pca_56432
9,pca_58363,pca_57216,pca_57180
10,pca_56384,pca_58838,pca_57164
11,pca_54839,pca_58252,pca_26840
12,pca_54910,pca_51654,pca_33888
13,pca_56452,pca_32022,pca_54868
14,pca_51657,pca_54851,pca_56410
15,pca_50963,pca_42717,pca_22534
16,pca_22705,pca_57178,pca_57533
17,pca_55860,pca_57862,pca_24824
18,pca_21769,pca_57168,pca_55836
19,pca_58419,pca_33576,pca_58948
20,pca_26148,pca_34164,pca_24420
21,pca_33026,pca_55862,pca_56406
22,pca_54870,pca_55845,pca_57518
23,pca_58313,pca_58304,pca_55814
24,pca_3661,pca_58199,pca_58330
25,pca_41268,pca_54909,pca_57170
26,pca_53549,pca_58952,pca_26640
27,pca_58991,pca_57524,pca_55838
28,pca_57570,pca_22888,pca_56386
29,pca_55858,pca_21572,pca_59026
30,pca_55868,pca_55826,pca_58306
31,pca_57515,pca_55820,pca_55866
32,pca_58401,pca_59002,pca_21532
33,pca_57529,pca_56451,pca_19244
34,pca_21674,pca_53782,pca_58276
35,pca_153,,
36,pca_58393,,
37,pca_55857,,
38,pca_58339,,
39,pca_51455,,
40,pca_30460,,
41,pca_54867,,
42,pca_33220,,
43,pca_58281,,
44,pca_55864,,
45,pca_58343,,
46,pca_57866,,
47,pca_56421,,
48,pca_58421,,
49,pca_33520,,
50,pca_54050,,
51,pca_57565,,
52,pca_33708,,
53,pca_57557,,
54,pca_56434,,
55,pca_58227,,
56,pca_57160,,
57,pca_57172,,
58,pca_58328,,
59,pca_57789,,
60,pca_56390,,
61,pca_55849,,
62,pca_58826,,
63,pca_56436,,
64,pca_54077,,
65,pca_54916,,
66,pca_54001,,
67,pca_55853,,
68,pca_19300,,
69,pca_55802,,
70,pca_57572,,
71,pca_58427,,
72,pca_2241,,
73,pca_53314,,
74,pca_33810,,
75,pca_58950,,
76,pca_58341,,
77,pca_339,,
78,pca_59018,,
79,pca_59034,,
80,pca_25866,,
81,pca_55839,,
82,pca_55807,,
83,pca_26466,,
84,pca_53331,,
85,pca_58397,,
86,pca_57801,,
87,pca_56430,,
88,pca_55833,,
89,pca_30466,,
90,pca_55816,,
91,pca_3838,,
92,pca_2493,,
93,pca_55810,,
94,pca_35172,,
95,pca_57864,,
96,pca_53329,,
97,pca_15987,,
98,pca_56459,,
99,pca_22925,,
100,pca_58956,,
101,pca_56428,,
102,pca_2170,,
103,pca_55851,,
104,pca_55824,,
105,pca_55822,,
106,pca_57166,,
107,pca_58203,,
108,pca_55841,,
109,pca_57528,,
110,pca_26268,,
111,pca_56382,,
112,pca_58301,,
113,pca_57880,,
114,pca_58423,,
115,pca_57876,,
116,pca_58438,,
117,pca_57522,,
118,pca_35230,,
119,pca_55855,,
120,pca_26152,,
121,pca_57513,,
122,pca_56461,,
123,pca_56398,,
124,pca_56412,,
125,pca_57858,,
126,pca_57670,,
127,pca_54848,,
128,pca_54855,,
129,pca_53321,,
130,pca_2229,,
131,pca_56440,,
132,pca_57543,,
133,pca_58797,,
134,pca_55847,,
135,pca_30440,,
136,pca_59030,,
137,pca_695,,
138,pca_53458,,
139,pca_54841,,
140,pca_58345,,
141,pca_54906,,
142,pca_54089,,
143,pca_56447,,
144,pca_58335,,
145,pca_57678,,
146,pca_55831,,
147,pca_58828,,
148,pca_26077,,
149,pca_54860,,
150,pca_34185,,
151,pca_59060,,
152,pca_55828,,
153,pca_58261,,
154,pca_22892,,
155,pca_58399,,
156,pca_35919,,
157,pca_59062,,
158,pca_57545,,
159,pca_58264,,
160,pca_32005,,
161,pca_56417,,
