,train,val,test
pca_54845,True,False,False
pca_26197,True,False,False
pca_54853,True,False,False
pca_57180,True,False,False
pca_58838,True,False,False
pca_57574,True,False,False
pca_32884,True,False,False
pca_58954,True,False,False
pca_57870,True,False,False
pca_53556,True,False,False
pca_57174,True,False,False
pca_58363,True,False,False
pca_51657,True,False,False
pca_22705,True,False,False
pca_58252,True,False,False
pca_55860,True,False,False
pca_58419,True,False,False
pca_26148,True,False,False
pca_59010,True,False,False
pca_3661,True,False,False
pca_56432,True,False,False
pca_22039,True,False,False
pca_58991,True,False,False
pca_55858,True,False,False
pca_55868,True,False,False
pca_57515,True,False,False
pca_58401,True,False,False
pca_57529,True,False,False
pca_21674,True,False,False
pca_153,True,False,False
pca_58393,True,False,False
pca_51654,True,False,False
pca_55857,True,False,False
pca_57216,True,False,False
pca_58160,True,False,False
pca_59004,True,False,False
pca_26840,True,False,False
pca_51455,True,False,False
pca_57164,True,False,False
pca_30460,True,False,False
pca_54867,True,False,False
pca_33220,True,False,False
pca_58281,True,False,False
pca_55864,True,False,False
pca_58343,True,False,False
pca_57866,True,False,False
pca_33520,True,False,False
pca_57547,True,False,False
pca_54050,True,False,False
pca_55843,True,False,False
pca_57565,True,False,False
pca_33708,True,False,False
pca_57557,True,False,False
pca_56434,True,False,False
pca_3287,True,False,False
pca_58328,True,False,False
pca_57789,True,False,False
pca_33204,True,False,False
pca_57176,True,False,False
pca_58291,True,False,False
pca_56390,True,False,False
pca_55849,True,False,False
pca_55814,True,False,False
pca_54916,True,False,False
pca_57518,True,False,False
pca_54001,True,False,False
pca_55853,True,False,False
pca_57862,True,False,False
pca_55802,True,False,False
pca_58427,True,False,False
pca_58306,True,False,False
pca_2241,True,False,False
pca_53314,True,False,False
pca_33576,True,False,False
pca_54851,True,False,False
pca_58950,True,False,False
pca_19244,True,False,False
pca_58341,True,False,False
pca_339,True,False,False
pca_54909,True,False,False
pca_59018,True,False,False
pca_59034,True,False,False
pca_25866,True,False,False
pca_55839,True,False,False
pca_55862,True,False,False
pca_42717,True,False,False
pca_58276,True,False,False
pca_53331,True,False,False
pca_58397,True,False,False
pca_57801,True,False,False
pca_56430,True,False,False
pca_57864,True,False,False
pca_53329,True,False,False
pca_55836,True,False,False
pca_15987,True,False,False
pca_56459,True,False,False
pca_22925,True,False,False
pca_58956,True,False,False
pca_57178,True,False,False
pca_56428,True,False,False
pca_53782,True,False,False
pca_22534,True,False,False
pca_57170,True,False,False
pca_55824,True,False,False
pca_55866,True,False,False
pca_57166,True,False,False
pca_58952,True,False,False
pca_57524,True,False,False
pca_58203,True,False,False
pca_55841,True,False,False
pca_57528,True,False,False
pca_26268,True,False,False
pca_56382,True,False,False
pca_58301,True,False,False
pca_57880,True,False,False
pca_58199,True,False,False
pca_58423,True,False,False
pca_57876,True,False,False
pca_57522,True,False,False
pca_35230,True,False,False
pca_55838,True,False,False
pca_26152,True,False,False
pca_21532,True,False,False
pca_55826,True,False,False
pca_56461,True,False,False
pca_58330,True,False,False
pca_57670,True,False,False
pca_53321,True,False,False
pca_56410,True,False,False
pca_2229,True,False,False
pca_56440,True,False,False
pca_56386,True,False,False
pca_58797,True,False,False
pca_55847,True,False,False
pca_30440,True,False,False
pca_59030,True,False,False
pca_695,True,False,False
pca_56451,True,False,False
pca_58345,True,False,False
pca_54906,True,False,False
pca_54089,True,False,False
pca_56447,True,False,False
pca_58335,True,False,False
pca_21572,True,False,False
pca_57168,True,False,False
pca_57678,True,False,False
pca_56406,True,False,False
pca_58828,True,False,False
pca_26077,True,False,False
pca_34185,True,False,False
pca_59060,True,False,False
pca_58948,True,False,False
pca_24420,True,False,False
pca_55828,True,False,False
pca_22892,True,False,False
pca_54868,True,False,False
pca_32022,True,False,False
pca_34164,True,False,False
pca_35919,True,False,False
pca_57545,True,False,False
pca_58264,True,False,False
pca_59002,True,False,False
pca_50963,False,True,False
pca_2484,False,True,False
pca_57570,False,True,False
pca_33888,False,True,False
pca_2174,False,True,False
pca_53549,False,True,False
pca_54870,False,True,False
pca_54910,False,True,False
pca_58313,False,True,False
pca_58227,False,True,False
pca_33026,False,True,False
pca_58421,False,True,False
pca_21769,False,True,False
pca_55831,False,True,False
pca_24824,False,True,False
pca_56412,False,True,False
pca_55822,False,True,False
pca_19300,False,True,False
pca_57543,False,True,False
pca_32005,False,True,False
pca_30466,False,True,False
pca_56417,False,True,False
pca_2493,False,True,False
pca_57572,False,True,False
pca_22888,False,True,False
pca_58261,False,True,False
pca_58826,False,True,False
pca_55816,False,True,False
pca_26640,False,True,False
pca_57533,False,True,False
pca_56398,False,True,False
pca_55807,False,True,False
pca_58304,False,True,False
pca_55845,False,True,False
pca_54860,False,True,False
pca_56384,False,False,True
pca_33762,False,False,True
pca_57172,False,False,True
pca_56320,False,False,True
pca_58347,False,False,True
pca_53448,False,False,True
pca_41268,False,False,True
pca_56452,False,False,True
pca_56421,False,False,True
pca_58339,False,False,True
pca_54839,False,False,True
pca_57160,False,False,True
pca_57868,False,False,True
pca_58399,False,False,True
pca_26466,False,False,True
pca_54077,False,False,True
pca_55851,False,False,True
pca_55810,False,False,True
pca_35172,False,False,True
pca_54841,False,False,True
pca_53458,False,False,True
pca_54848,False,False,True
pca_33810,False,False,True
pca_58438,False,False,True
pca_57513,False,False,True
pca_57858,False,False,True
pca_56436,False,False,True
pca_59026,False,False,True
pca_3838,False,False,True
pca_54855,False,False,True
pca_55820,False,False,True
pca_2170,False,False,True
pca_55855,False,False,True
pca_55833,False,False,True
pca_59062,False,False,True
