,train,val,test
0,pca_26197,pca_21674,pca_57176
1,pca_58347,pca_57547,pca_57868
2,pca_54853,pca_57870,pca_58328
3,pca_58838,pca_56432,pca_54910
4,pca_57574,pca_33026,pca_55843
5,pca_32884,pca_51657,pca_33708
6,pca_56320,pca_57172,pca_54050
7,pca_58954,pca_54870,pca_33204
8,pca_53556,pca_57180,pca_57565
9,pca_57174,pca_58797,pca_53549
10,pca_58363,pca_22892,pca_54845
11,pca_56384,pca_35172,pca_26840
12,pca_54839,pca_57545,pca_58291
13,pca_56452,pca_24420,pca_59018
14,pca_50963,pca_57168,pca_53331
15,pca_2174,pca_58199,pca_58427
16,pca_22705,pca_24824,pca_34164
17,pca_58252,pca_55807,pca_56428
18,pca_55860,pca_57678,pca_56406
19,pca_33762,pca_56440,pca_56436
20,pca_21769,pca_58301,pca_56459
21,pca_58419,pca_58203,pca_59030
22,pca_26148,pca_55841,pca_56447
23,pca_58313,pca_57518,pca_55855
24,pca_59010,,pca_55866
25,pca_3661,,pca_42717
26,pca_41268,,pca_58423
27,pca_22039,,pca_57572
28,pca_58991,,pca_30466
29,pca_57570,,pca_25866
30,pca_55858,,pca_55822
31,pca_55868,,pca_55831
32,pca_2484,,pca_55862
33,pca_57515,,pca_56410
34,pca_58401,,pca_56417
35,pca_57529,,
36,pca_153,,
37,pca_58393,,
38,pca_53448,,
39,pca_51654,,
40,pca_55857,,
41,pca_57216,,
42,pca_58160,,
43,pca_59004,,
44,pca_58339,,
45,pca_51455,,
46,pca_57164,,
47,pca_30460,,
48,pca_54867,,
49,pca_33220,,
50,pca_58281,,
51,pca_55864,,
52,pca_58343,,
53,pca_57866,,
54,pca_56421,,
55,pca_58421,,
56,pca_33520,,
57,pca_57557,,
58,pca_56434,,
59,pca_58227,,
60,pca_57160,,
61,pca_33888,,
62,pca_3287,,
63,pca_57789,,
64,pca_56390,,
65,pca_55820,,
66,pca_55849,,
67,pca_58826,,
68,pca_55814,,
69,pca_26640,,
70,pca_54077,,
71,pca_54916,,
72,pca_54001,,
73,pca_55853,,
74,pca_19300,,
75,pca_57862,,
76,pca_55802,,
77,pca_58304,,
78,pca_58306,,
79,pca_2241,,
80,pca_53314,,
81,pca_33576,,
82,pca_33810,,
83,pca_54851,,
84,pca_58950,,
85,pca_19244,,
86,pca_58341,,
87,pca_339,,
88,pca_54909,,
89,pca_59034,,
90,pca_55839,,
91,pca_26466,,
92,pca_58276,,
93,pca_58397,,
94,pca_57801,,
95,pca_56430,,
96,pca_55833,,
97,pca_55816,,
98,pca_3838,,
99,pca_2493,,
100,pca_55810,,
101,pca_57864,,
102,pca_53329,,
103,pca_55836,,
104,pca_15987,,
105,pca_22925,,
106,pca_58956,,
107,pca_57178,,
108,pca_2170,,
109,pca_53782,,
110,pca_22534,,
111,pca_57170,,
112,pca_55851,,
113,pca_55824,,
114,pca_57166,,
115,pca_58952,,
116,pca_57524,,
117,pca_57528,,
118,pca_26268,,
119,pca_56382,,
120,pca_57880,,
121,pca_57876,,
122,pca_58438,,
123,pca_57522,,
124,pca_35230,,
125,pca_55838,,
126,pca_26152,,
127,pca_21532,,
128,pca_57513,,
129,pca_55826,,
130,pca_56461,,
131,pca_56398,,
132,pca_56412,,
133,pca_57533,,
134,pca_57858,,
135,pca_58330,,
136,pca_57670,,
137,pca_54848,,
138,pca_54855,,
139,pca_59026,,
140,pca_53321,,
141,pca_2229,,
142,pca_56386,,
143,pca_57543,,
144,pca_55847,,
145,pca_30440,,
146,pca_695,,
147,pca_53458,,
148,pca_56451,,
149,pca_54841,,
150,pca_58345,,
151,pca_54906,,
152,pca_54089,,
153,pca_58335,,
154,pca_55845,,
155,pca_21572,,
156,pca_58828,,
157,pca_26077,,
158,pca_54860,,
159,pca_34185,,
160,pca_59060,,
161,pca_58948,,
162,pca_55828,,
163,pca_58261,,
164,pca_22888,,
165,pca_54868,,
166,pca_58399,,
167,pca_32022,,
168,pca_35919,,
169,pca_59062,,
170,pca_58264,,
171,pca_32005,,
172,pca_59002,,
