,train,val,test
0,pca_54845,pca_57570,pca_21674
1,pca_26197,pca_57529,pca_26840
2,pca_58347,pca_26148,pca_57180
3,pca_58838,pca_55868,pca_57789
4,pca_57574,pca_22039,pca_55843
5,pca_32884,pca_58328,pca_53556
6,pca_57870,pca_30460,pca_54853
7,pca_57174,pca_57547,pca_50963
8,pca_58363,pca_58291,pca_57216
9,pca_54839,pca_34164,pca_56384
10,pca_54910,pca_58399,pca_3287
11,pca_56452,pca_55836,pca_58954
12,pca_51657,pca_59002,pca_56320
13,pca_2174,pca_54860,pca_26077
14,pca_22705,pca_42717,pca_33576
15,pca_58252,pca_55820,pca_2241
16,pca_55860,pca_55851,pca_56382
17,pca_33762,pca_339,pca_56436
18,pca_21769,pca_56406,pca_34185
19,pca_58419,pca_53458,pca_33810
20,pca_33026,pca_58335,pca_58341
21,pca_54870,pca_55853,pca_58427
22,pca_58313,pca_58828,pca_26640
23,pca_59010,pca_59030,pca_57543
24,pca_3661,,pca_57522
25,pca_56432,,pca_53782
26,pca_41268,,pca_19300
27,pca_53549,,pca_59062
28,pca_58991,,pca_57678
29,pca_55858,,pca_26466
30,pca_2484,,pca_57168
31,pca_57515,,pca_30440
32,pca_58401,,pca_57524
33,pca_153,,pca_53331
34,pca_58393,,pca_59060
35,pca_53448,,
36,pca_51654,,
37,pca_55857,,
38,pca_58160,,
39,pca_59004,,
40,pca_58339,,
41,pca_51455,,
42,pca_57164,,
43,pca_54867,,
44,pca_33220,,
45,pca_58281,,
46,pca_55864,,
47,pca_57868,,
48,pca_58343,,
49,pca_57866,,
50,pca_56421,,
51,pca_58421,,
52,pca_33520,,
53,pca_54050,,
54,pca_57565,,
55,pca_33708,,
56,pca_57557,,
57,pca_56434,,
58,pca_58227,,
59,pca_57160,,
60,pca_33888,,
61,pca_57172,,
62,pca_33204,,
63,pca_57176,,
64,pca_56390,,
65,pca_55849,,
66,pca_58826,,
67,pca_55814,,
68,pca_54077,,
69,pca_54916,,
70,pca_57518,,
71,pca_54001,,
72,pca_57862,,
73,pca_55802,,
74,pca_58304,,
75,pca_57572,,
76,pca_58306,,
77,pca_53314,,
78,pca_54851,,
79,pca_58950,,
80,pca_19244,,
81,pca_54909,,
82,pca_59018,,
83,pca_59034,,
84,pca_25866,,
85,pca_55839,,
86,pca_55807,,
87,pca_55862,,
88,pca_58276,,
89,pca_58397,,
90,pca_57801,,
91,pca_56430,,
92,pca_55833,,
93,pca_30466,,
94,pca_55816,,
95,pca_3838,,
96,pca_2493,,
97,pca_55810,,
98,pca_35172,,
99,pca_57864,,
100,pca_53329,,
101,pca_15987,,
102,pca_56459,,
103,pca_22925,,
104,pca_58956,,
105,pca_57178,,
106,pca_56428,,
107,pca_2170,,
108,pca_22534,,
109,pca_57170,,
110,pca_55824,,
111,pca_55866,,
112,pca_55822,,
113,pca_57166,,
114,pca_58952,,
115,pca_58203,,
116,pca_55841,,
117,pca_57528,,
118,pca_26268,,
119,pca_58301,,
120,pca_57880,,
121,pca_58199,,
122,pca_58423,,
123,pca_57876,,
124,pca_58438,,
125,pca_35230,,
126,pca_55838,,
127,pca_55855,,
128,pca_26152,,
129,pca_21532,,
130,pca_57513,,
131,pca_55826,,
132,pca_56461,,
133,pca_56398,,
134,pca_56412,,
135,pca_57533,,
136,pca_57858,,
137,pca_58330,,
138,pca_57670,,
139,pca_54848,,
140,pca_54855,,
141,pca_59026,,
142,pca_53321,,
143,pca_56410,,
144,pca_2229,,
145,pca_56440,,
146,pca_56386,,
147,pca_58797,,
148,pca_24824,,
149,pca_55847,,
150,pca_695,,
151,pca_56451,,
152,pca_54841,,
153,pca_58345,,
154,pca_54906,,
155,pca_54089,,
156,pca_56447,,
157,pca_55845,,
158,pca_21572,,
159,pca_55831,,
160,pca_58948,,
161,pca_24420,,
162,pca_55828,,
163,pca_58261,,
164,pca_22888,,
165,pca_22892,,
166,pca_54868,,
167,pca_32022,,
168,pca_35919,,
169,pca_57545,,
170,pca_58264,,
171,pca_32005,,
172,pca_56417,,
