,train,val,test
0,pca_55820,pca_26148,pca_57570
1,pca_58347,pca_55849,pca_58363
2,pca_58826,pca_58393,pca_30460
3,pca_54853,pca_26640,pca_22925
4,pca_55814,pca_59060,pca_57529
5,pca_57180,pca_57864,pca_54916
6,pca_56436,pca_53556,pca_58301
7,pca_57518,pca_57870,pca_56382
8,pca_54001,pca_57543,pca_53314
9,pca_19300,pca_58304,pca_55862
10,pca_55802,pca_57574,pca_54867
11,pca_58306,pca_55864,pca_55853
12,pca_2241,pca_56398,pca_56428
13,pca_33576,pca_57862,pca_54077
14,pca_33810,pca_58264,pca_57547
15,pca_58950,pca_58281,pca_58401
16,pca_19244,pca_54870,pca_58227
17,pca_58341,pca_57164,pca_54851
18,pca_54839,pca_54855,pca_58797
19,pca_54910,pca_58199,pca_33762
20,pca_59018,pca_56390,pca_55807
21,pca_55839,pca_15987,pca_58991
22,pca_42717,pca_3838,pca_3287
23,pca_2174,pca_55841,pca_53458
24,pca_58252,,
25,pca_53331,,
26,pca_21769,,
27,pca_57801,,
28,pca_55833,,
29,pca_55816,,
30,pca_35172,,
31,pca_3661,,
32,pca_55836,,
33,pca_56459,,
34,pca_58956,,
35,pca_57178,,
36,pca_53782,,
37,pca_22534,,
38,pca_57170,,
39,pca_55851,,
40,pca_55824,,
41,pca_53549,,
42,pca_55866,,
43,pca_22039,,
44,pca_57166,,
45,pca_58952,,
46,pca_58203,,
47,pca_2484,,
48,pca_57528,,
49,pca_26268,,
50,pca_21674,,
51,pca_153,,
52,pca_57880,,
53,pca_57876,,
54,pca_58438,,
55,pca_57522,,
56,pca_35230,,
57,pca_55838,,
58,pca_55855,,
59,pca_55857,,
60,pca_26152,,
61,pca_21532,,
62,pca_57513,,
63,pca_56461,,
64,pca_56412,,
65,pca_57533,,
66,pca_58160,,
67,pca_57858,,
68,pca_57670,,
69,pca_59026,,
70,pca_53321,,
71,pca_58339,,
72,pca_56410,,
73,pca_56386,,
74,pca_33220,,
75,pca_24824,,
76,pca_57868,,
77,pca_58343,,
78,pca_54841,,
79,pca_58345,,
80,pca_54906,,
81,pca_54089,,
82,pca_58335,,
83,pca_55845,,
84,pca_21572,,
85,pca_57678,,
86,pca_56406,,
87,pca_55831,,
88,pca_58828,,
89,pca_26077,,
90,pca_55843,,
91,pca_34185,,
92,pca_33708,,
93,pca_58948,,
94,pca_24420,,
95,pca_58261,,
96,pca_57160,,
97,pca_22892,,
98,pca_54868,,
99,pca_33888,,
100,pca_57172,,
101,pca_58399,,
102,pca_32022,,
103,pca_35919,,
104,pca_32005,,
105,pca_57176,,
106,pca_59002,,
107,pca_56417,,
108,pca_54845,,
109,pca_26197,,
110,pca_58838,,
111,pca_32884,,
112,pca_56320,,
113,pca_58954,,
114,pca_57572,,
115,pca_58427,,
116,pca_57174,,
117,pca_56384,,
118,pca_339,,
119,pca_54909,,
120,pca_56452,,
121,pca_59034,,
122,pca_25866,,
123,pca_51657,,
124,pca_26466,,
125,pca_50963,,
126,pca_22705,,
127,pca_55860,,
128,pca_58276,,
129,pca_58419,,
130,pca_58397,,
131,pca_33026,,
132,pca_56430,,
133,pca_30466,,
134,pca_58313,,
135,pca_59010,,
136,pca_2493,,
137,pca_55810,,
138,pca_53329,,
139,pca_56432,,
140,pca_2170,,
141,pca_41268,,
142,pca_55822,,
143,pca_57524,,
144,pca_55858,,
145,pca_55868,,
146,pca_57515,,
147,pca_53448,,
148,pca_51654,,
149,pca_58423,,
150,pca_55826,,
151,pca_57216,,
152,pca_59004,,
153,pca_58330,,
154,pca_26840,,
155,pca_54848,,
156,pca_2229,,
157,pca_56440,,
158,pca_51455,,
159,pca_55847,,
160,pca_30440,,
161,pca_59030,,
162,pca_695,,
163,pca_56451,,
164,pca_57866,,
165,pca_56447,,
166,pca_56421,,
167,pca_57168,,
168,pca_58421,,
169,pca_33520,,
170,pca_54050,,
171,pca_57565,,
172,pca_54860,,
173,pca_57557,,
174,pca_56434,,
175,pca_55828,,
176,pca_22888,,
177,pca_58328,,
178,pca_57789,,
179,pca_34164,,
180,pca_59062,,
181,pca_57545,,
182,pca_33204,,
183,pca_58291,,
