,train,val,test
0,pca_55820,pca_33220,pca_21572
1,pca_55849,pca_26152,pca_58160
2,pca_58826,pca_26268,pca_35172
3,pca_54853,pca_57176,pca_56386
4,pca_55814,pca_54916,pca_58952
5,pca_56436,pca_3661,pca_57670
6,pca_54077,pca_57678,pca_26640
7,pca_57518,pca_55843,pca_57574
8,pca_57870,pca_58341,pca_58393
9,pca_54001,pca_34185,pca_57528
10,pca_55853,pca_55838,pca_55833
11,pca_19300,pca_58304,pca_32022
12,pca_57862,pca_59060,pca_58347
13,pca_53556,pca_2484,pca_57522
14,pca_55802,pca_35919,pca_26148
15,pca_58306,pca_2174,pca_57880
16,pca_2241,pca_55855,pca_58438
17,pca_58363,pca_42717,pca_58203
18,pca_53314,pca_53321,pca_58339
19,pca_33576,pca_30460,pca_57180
20,pca_33810,pca_58421,pca_339
21,pca_58950,pca_58264,pca_53448
22,pca_19244,pca_33520,pca_50963
23,pca_54839,pca_55847,pca_3287
24,pca_54910,pca_58427,pca_56440
25,pca_59018,pca_2170,pca_56421
26,pca_55839,pca_57216,pca_57164
27,pca_55862,pca_56390,pca_54851
28,pca_58252,pca_57557,pca_58291
29,pca_53331,pca_57547,pca_3838
30,pca_21769,pca_51657,pca_32884
31,pca_57801,pca_58199,pca_55826
32,pca_55816,pca_55858,pca_58227
33,pca_57864,pca_22888,pca_56432
34,pca_55836,,
35,pca_56459,,
36,pca_22925,,
37,pca_58956,,
38,pca_57178,,
39,pca_56428,,
40,pca_53782,,
41,pca_22534,,
42,pca_57170,,
43,pca_55851,,
44,pca_55824,,
45,pca_53549,,
46,pca_55866,,
47,pca_22039,,
48,pca_57166,,
49,pca_57570,,
50,pca_57529,,
51,pca_21674,,
52,pca_56382,,
53,pca_153,,
54,pca_58301,,
55,pca_57876,,
56,pca_35230,,
57,pca_55857,,
58,pca_21532,,
59,pca_57513,,
60,pca_56461,,
61,pca_56398,,
62,pca_56412,,
63,pca_57533,,
64,pca_57858,,
65,pca_59026,,
66,pca_56410,,
67,pca_57543,,
68,pca_54867,,
69,pca_24824,,
70,pca_55864,,
71,pca_57868,,
72,pca_58343,,
73,pca_54841,,
74,pca_58345,,
75,pca_54906,,
76,pca_54089,,
77,pca_58335,,
78,pca_55845,,
79,pca_56406,,
80,pca_55831,,
81,pca_58828,,
82,pca_26077,,
83,pca_33708,,
84,pca_58948,,
85,pca_24420,,
86,pca_58261,,
87,pca_57160,,
88,pca_22892,,
89,pca_54868,,
90,pca_33888,,
91,pca_57172,,
92,pca_58399,,
93,pca_32005,,
94,pca_59002,,
95,pca_56417,,
96,pca_54845,,
97,pca_26197,,
98,pca_58838,,
99,pca_56320,,
100,pca_58954,,
101,pca_57572,,
102,pca_57174,,
103,pca_56384,,
104,pca_54909,,
105,pca_56452,,
106,pca_59034,,
107,pca_25866,,
108,pca_55807,,
109,pca_26466,,
110,pca_22705,,
111,pca_55860,,
112,pca_58276,,
113,pca_33762,,
114,pca_58419,,
115,pca_58397,,
116,pca_33026,,
117,pca_56430,,
118,pca_30466,,
119,pca_54870,,
120,pca_58313,,
121,pca_59010,,
122,pca_2493,,
123,pca_55810,,
124,pca_53329,,
125,pca_15987,,
126,pca_41268,,
127,pca_55822,,
128,pca_58991,,
129,pca_57524,,
130,pca_55868,,
131,pca_55841,,
132,pca_57515,,
133,pca_58401,,
134,pca_51654,,
135,pca_58423,,
136,pca_59004,,
137,pca_58330,,
138,pca_26840,,
139,pca_54848,,
140,pca_54855,,
141,pca_2229,,
142,pca_51455,,
143,pca_58797,,
144,pca_58281,,
145,pca_30440,,
146,pca_59030,,
147,pca_695,,
148,pca_53458,,
149,pca_56451,,
150,pca_57866,,
151,pca_56447,,
152,pca_57168,,
153,pca_54050,,
154,pca_57565,,
155,pca_54860,,
156,pca_56434,,
157,pca_55828,,
158,pca_58328,,
159,pca_57789,,
160,pca_34164,,
161,pca_59062,,
162,pca_57545,,
163,pca_33204,,
