,train,val,test
0,pca_55820,pca_55838,pca_56406
1,pca_55849,pca_57801,pca_19244
2,pca_58347,pca_57528,pca_54841
3,pca_58826,pca_33220,pca_22534
4,pca_54853,pca_42717,pca_55843
5,pca_55814,pca_2174,pca_53331
6,pca_57180,pca_53314,pca_57864
7,pca_56436,pca_19300,pca_34185
8,pca_26640,pca_55855,pca_55836
9,pca_54077,pca_58341,pca_59002
10,pca_57574,pca_22039,pca_55864
11,pca_54916,pca_59060,pca_53556
12,pca_57518,pca_58956,pca_32022
13,pca_57870,pca_24420,pca_21532
14,pca_54001,pca_58339,pca_3661
15,pca_57862,pca_58948,pca_55853
16,pca_55802,pca_35919,pca_33810
17,pca_58304,pca_26268,pca_57170
18,pca_58306,pca_58345,pca_153
19,pca_2241,pca_53321,pca_58438
20,pca_58363,pca_57216,pca_54909
21,pca_33576,pca_55868,pca_51455
22,pca_58950,pca_56430,pca_58954
23,pca_54839,pca_55858,pca_54855
24,pca_54910,pca_59034,pca_58421
25,pca_59018,pca_56390,pca_51654
26,pca_55839,pca_59062,pca_57572
27,pca_55862,pca_339,pca_58423
28,pca_58252,pca_22888,pca_53329
29,pca_21769,pca_41268,pca_57168
30,pca_26148,pca_55826,pca_26197
31,pca_55833,pca_57524,pca_57547
32,pca_55816,pca_56421,pca_57789
33,pca_35172,pca_54860,pca_58227
34,pca_56459,,
35,pca_22925,,
36,pca_57178,,
37,pca_56428,,
38,pca_53782,,
39,pca_55851,,
40,pca_55824,,
41,pca_53549,,
42,pca_55866,,
43,pca_57166,,
44,pca_58952,,
45,pca_57570,,
46,pca_58203,,
47,pca_2484,,
48,pca_57529,,
49,pca_21674,,
50,pca_56382,,
51,pca_58393,,
52,pca_58301,,
53,pca_57880,,
54,pca_57876,,
55,pca_57522,,
56,pca_35230,,
57,pca_55857,,
58,pca_26152,,
59,pca_57513,,
60,pca_56461,,
61,pca_56398,,
62,pca_56412,,
63,pca_57533,,
64,pca_58160,,
65,pca_57858,,
66,pca_57670,,
67,pca_59026,,
68,pca_56410,,
69,pca_56386,,
70,pca_57543,,
71,pca_30460,,
72,pca_54867,,
73,pca_24824,,
74,pca_57868,,
75,pca_58343,,
76,pca_54906,,
77,pca_54089,,
78,pca_58335,,
79,pca_55845,,
80,pca_21572,,
81,pca_57678,,
82,pca_55831,,
83,pca_58828,,
84,pca_26077,,
85,pca_33708,,
86,pca_58261,,
87,pca_57160,,
88,pca_22892,,
89,pca_54868,,
90,pca_33888,,
91,pca_57172,,
92,pca_58399,,
93,pca_32005,,
94,pca_57176,,
95,pca_56417,,
96,pca_54845,,
97,pca_58838,,
98,pca_32884,,
99,pca_56320,,
100,pca_58427,,
101,pca_57174,,
102,pca_54851,,
103,pca_56384,,
104,pca_56452,,
105,pca_25866,,
106,pca_51657,,
107,pca_55807,,
108,pca_26466,,
109,pca_50963,,
110,pca_22705,,
111,pca_55860,,
112,pca_58276,,
113,pca_33762,,
114,pca_58419,,
115,pca_58397,,
116,pca_33026,,
117,pca_30466,,
118,pca_3838,,
119,pca_54870,,
120,pca_58313,,
121,pca_59010,,
122,pca_2493,,
123,pca_55810,,
124,pca_15987,,
125,pca_56432,,
126,pca_2170,,
127,pca_55822,,
128,pca_58991,,
129,pca_55841,,
130,pca_57515,,
131,pca_58401,,
132,pca_53448,,
133,pca_58199,,
134,pca_59004,,
135,pca_58330,,
136,pca_26840,,
137,pca_54848,,
138,pca_2229,,
139,pca_56440,,
140,pca_57164,,
141,pca_58797,,
142,pca_58281,,
143,pca_55847,,
144,pca_30440,,
145,pca_59030,,
146,pca_695,,
147,pca_53458,,
148,pca_56451,,
149,pca_57866,,
150,pca_56447,,
151,pca_33520,,
152,pca_54050,,
153,pca_57565,,
154,pca_57557,,
155,pca_56434,,
156,pca_55828,,
157,pca_3287,,
158,pca_58328,,
159,pca_34164,,
160,pca_57545,,
161,pca_58264,,
162,pca_33204,,
163,pca_58291,,
