,train,val,test
0,pca_55849,pca_55845,pca_57864
1,pca_58347,pca_57176,pca_56386
2,pca_58826,pca_57801,pca_58304
3,pca_54853,pca_57678,pca_24420
4,pca_55814,pca_57160,pca_58343
5,pca_57180,pca_55820,pca_58261
6,pca_56436,pca_59018,pca_58341
7,pca_26640,pca_34185,pca_57574
8,pca_54077,pca_22039,pca_57858
9,pca_54916,pca_58363,pca_2174
10,pca_57518,pca_58306,pca_33888
11,pca_57870,pca_57170,pca_57543
12,pca_54001,pca_54906,pca_55851
13,pca_55853,pca_35919,pca_56406
14,pca_19300,pca_58952,pca_53556
15,pca_57862,pca_55824,pca_58301
16,pca_55802,pca_59060,pca_33810
17,pca_2241,pca_56412,pca_58203
18,pca_53314,pca_22534,pca_55857
19,pca_33576,pca_54868,pca_32005
20,pca_58950,pca_55828,pca_57164
21,pca_19244,pca_41268,pca_26840
22,pca_54839,pca_58397,pca_34164
23,pca_54910,pca_339,pca_54851
24,pca_55839,pca_56452,pca_57545
25,pca_55862,pca_54845,pca_57866
26,pca_42717,pca_56447,pca_54870
27,pca_58252,pca_51657,pca_51455
28,pca_53331,pca_55847,pca_53448
29,pca_21769,pca_58276,pca_58991
30,pca_26148,pca_55841,pca_57515
31,pca_55833,pca_57547,pca_53329
32,pca_55816,pca_55807,pca_57174
33,pca_35172,pca_695,pca_58199
34,pca_3661,,
35,pca_55836,,
36,pca_56459,,
37,pca_22925,,
38,pca_58956,,
39,pca_57178,,
40,pca_56428,,
41,pca_53782,,
42,pca_53549,,
43,pca_55866,,
44,pca_57166,,
45,pca_57570,,
46,pca_2484,,
47,pca_57528,,
48,pca_26268,,
49,pca_57529,,
50,pca_21674,,
51,pca_56382,,
52,pca_153,,
53,pca_58393,,
54,pca_57880,,
55,pca_57876,,
56,pca_58438,,
57,pca_57522,,
58,pca_35230,,
59,pca_55838,,
60,pca_55855,,
61,pca_26152,,
62,pca_21532,,
63,pca_57513,,
64,pca_56461,,
65,pca_56398,,
66,pca_57533,,
67,pca_58160,,
68,pca_57670,,
69,pca_59026,,
70,pca_53321,,
71,pca_58339,,
72,pca_56410,,
73,pca_30460,,
74,pca_54867,,
75,pca_33220,,
76,pca_24824,,
77,pca_55864,,
78,pca_57868,,
79,pca_54841,,
80,pca_58345,,
81,pca_54089,,
82,pca_58335,,
83,pca_21572,,
84,pca_55831,,
85,pca_58828,,
86,pca_26077,,
87,pca_55843,,
88,pca_33708,,
89,pca_58948,,
90,pca_22892,,
91,pca_57172,,
92,pca_58399,,
93,pca_32022,,
94,pca_59002,,
95,pca_56417,,
96,pca_56390,,
97,pca_26197,,
98,pca_58838,,
99,pca_32884,,
100,pca_56320,,
101,pca_58954,,
102,pca_57572,,
103,pca_58427,,
104,pca_56384,,
105,pca_54909,,
106,pca_59034,,
107,pca_25866,,
108,pca_26466,,
109,pca_50963,,
110,pca_22705,,
111,pca_55860,,
112,pca_33762,,
113,pca_58419,,
114,pca_33026,,
115,pca_56430,,
116,pca_30466,,
117,pca_3838,,
118,pca_58313,,
119,pca_59010,,
120,pca_2493,,
121,pca_55810,,
122,pca_15987,,
123,pca_56432,,
124,pca_2170,,
125,pca_55822,,
126,pca_57524,,
127,pca_55858,,
128,pca_55868,,
129,pca_58401,,
130,pca_51654,,
131,pca_58423,,
132,pca_55826,,
133,pca_57216,,
134,pca_59004,,
135,pca_58330,,
136,pca_54848,,
137,pca_54855,,
138,pca_2229,,
139,pca_56440,,
140,pca_58797,,
141,pca_58281,,
142,pca_30440,,
143,pca_59030,,
144,pca_53458,,
145,pca_56451,,
146,pca_56421,,
147,pca_57168,,
148,pca_58421,,
149,pca_33520,,
150,pca_54050,,
151,pca_57565,,
152,pca_54860,,
153,pca_57557,,
154,pca_56434,,
155,pca_58227,,
156,pca_22888,,
157,pca_3287,,
158,pca_58328,,
159,pca_57789,,
160,pca_59062,,
161,pca_58264,,
162,pca_33204,,
163,pca_58291,,
