,train,val,test
0,pca_55820,pca_55833,pca_55855
1,pca_58347,pca_2174,pca_55816
2,pca_58826,pca_53321,pca_55849
3,pca_57180,pca_55814,pca_57533
4,pca_56436,pca_2484,pca_58345
5,pca_54077,pca_54089,pca_55857
6,pca_57574,pca_55851,pca_56382
7,pca_54916,pca_57862,pca_58261
8,pca_57518,pca_53782,pca_58341
9,pca_57870,pca_33708,pca_54853
10,pca_54001,pca_21674,pca_58339
11,pca_55853,pca_59060,pca_32022
12,pca_53556,pca_35172,pca_54868
13,pca_55802,pca_55866,pca_58399
14,pca_58304,pca_58160,pca_26640
15,pca_58306,pca_58828,pca_59026
16,pca_2241,pca_55839,pca_58438
17,pca_58363,pca_35230,pca_57166
18,pca_53314,pca_22892,pca_54839
19,pca_33576,pca_19300,pca_56398
20,pca_33810,pca_59010,pca_56440
21,pca_58950,pca_695,pca_57572
22,pca_19244,pca_53329,pca_59030
23,pca_54910,pca_59062,pca_57216
24,pca_59018,pca_58427,pca_55841
25,pca_55862,pca_54855,pca_58401
26,pca_42717,pca_57545,pca_58419
27,pca_58252,pca_57524,pca_54909
28,pca_53331,pca_58328,pca_3287
29,pca_21769,pca_30440,pca_58291
30,pca_26148,pca_57565,pca_58227
31,pca_57801,pca_58330,pca_56390
32,pca_3661,pca_26840,pca_50963
33,pca_57864,pca_58281,pca_22705
34,pca_55836,,
35,pca_56459,,
36,pca_22925,,
37,pca_58956,,
38,pca_57178,,
39,pca_56428,,
40,pca_22534,,
41,pca_57170,,
42,pca_55824,,
43,pca_53549,,
44,pca_22039,,
45,pca_58952,,
46,pca_57570,,
47,pca_58203,,
48,pca_57528,,
49,pca_26268,,
50,pca_57529,,
51,pca_153,,
52,pca_58393,,
53,pca_58301,,
54,pca_57880,,
55,pca_57876,,
56,pca_57522,,
57,pca_55838,,
58,pca_26152,,
59,pca_21532,,
60,pca_57513,,
61,pca_56461,,
62,pca_56412,,
63,pca_57858,,
64,pca_57670,,
65,pca_56410,,
66,pca_56386,,
67,pca_57543,,
68,pca_30460,,
69,pca_54867,,
70,pca_33220,,
71,pca_24824,,
72,pca_55864,,
73,pca_57868,,
74,pca_58343,,
75,pca_54841,,
76,pca_54906,,
77,pca_58335,,
78,pca_55845,,
79,pca_21572,,
80,pca_57678,,
81,pca_56406,,
82,pca_55831,,
83,pca_26077,,
84,pca_55843,,
85,pca_34185,,
86,pca_58948,,
87,pca_24420,,
88,pca_57160,,
89,pca_33888,,
90,pca_57172,,
91,pca_35919,,
92,pca_32005,,
93,pca_57176,,
94,pca_59002,,
95,pca_56417,,
96,pca_54845,,
97,pca_26197,,
98,pca_58838,,
99,pca_32884,,
100,pca_56320,,
101,pca_58954,,
102,pca_57174,,
103,pca_54851,,
104,pca_56384,,
105,pca_339,,
106,pca_56452,,
107,pca_59034,,
108,pca_25866,,
109,pca_51657,,
110,pca_55807,,
111,pca_26466,,
112,pca_55860,,
113,pca_58276,,
114,pca_33762,,
115,pca_58397,,
116,pca_33026,,
117,pca_56430,,
118,pca_30466,,
119,pca_3838,,
120,pca_54870,,
121,pca_58313,,
122,pca_2493,,
123,pca_55810,,
124,pca_15987,,
125,pca_56432,,
126,pca_2170,,
127,pca_41268,,
128,pca_55822,,
129,pca_58991,,
130,pca_55858,,
131,pca_55868,,
132,pca_57515,,
133,pca_53448,,
134,pca_58199,,
135,pca_51654,,
136,pca_58423,,
137,pca_55826,,
138,pca_59004,,
139,pca_54848,,
140,pca_2229,,
141,pca_51455,,
142,pca_57164,,
143,pca_58797,,
144,pca_55847,,
145,pca_53458,,
146,pca_56451,,
147,pca_57866,,
148,pca_56447,,
149,pca_56421,,
150,pca_57168,,
151,pca_58421,,
152,pca_33520,,
153,pca_57547,,
154,pca_54050,,
155,pca_54860,,
156,pca_57557,,
157,pca_56434,,
158,pca_55828,,
159,pca_22888,,
160,pca_57789,,
161,pca_34164,,
162,pca_58264,,
163,pca_33204,,
