,train,val,test
pca_55820,True,False,False
pca_55849,True,False,False
pca_58347,True,False,False
pca_54853,True,False,False
pca_57180,True,False,False
pca_26640,True,False,False
pca_54077,True,False,False
pca_57574,True,False,False
pca_54916,True,False,False
pca_57518,True,False,False
pca_55853,True,False,False
pca_19300,True,False,False
pca_53556,True,False,False
pca_55802,True,False,False
pca_58306,True,False,False
pca_2241,True,False,False
pca_58363,True,False,False
pca_33576,True,False,False
pca_33810,True,False,False
pca_58950,True,False,False
pca_19244,True,False,False
pca_58341,True,False,False
pca_54839,True,False,False
pca_54910,True,False,False
pca_59018,True,False,False
pca_55839,True,False,False
pca_55862,True,False,False
pca_42717,True,False,False
pca_58252,True,False,False
pca_53331,True,False,False
pca_57801,True,False,False
pca_55833,True,False,False
pca_55816,True,False,False
pca_35172,True,False,False
pca_57864,True,False,False
pca_55836,True,False,False
pca_56459,True,False,False
pca_22925,True,False,False
pca_53782,True,False,False
pca_57170,True,False,False
pca_55851,True,False,False
pca_55824,True,False,False
pca_53549,True,False,False
pca_22039,True,False,False
pca_57166,True,False,False
pca_58952,True,False,False
pca_57570,True,False,False
pca_58203,True,False,False
pca_2484,True,False,False
pca_57528,True,False,False
pca_26268,True,False,False
pca_57529,True,False,False
pca_21674,True,False,False
pca_58393,True,False,False
pca_58301,True,False,False
pca_57880,True,False,False
pca_58438,True,False,False
pca_55838,True,False,False
pca_55855,True,False,False
pca_26152,True,False,False
pca_21532,True,False,False
pca_56461,True,False,False
pca_56412,True,False,False
pca_57533,True,False,False
pca_58160,True,False,False
pca_57858,True,False,False
pca_53321,True,False,False
pca_58339,True,False,False
pca_54845,True,False,False
pca_56390,True,False,False
pca_26197,True,False,False
pca_56320,True,False,False
pca_58954,True,False,False
pca_57174,True,False,False
pca_56452,True,False,False
pca_59034,True,False,False
pca_51657,True,False,False
pca_55807,True,False,False
pca_26466,True,False,False
pca_50963,True,False,False
pca_55860,True,False,False
pca_58276,True,False,False
pca_33762,True,False,False
pca_58419,True,False,False
pca_33026,True,False,False
pca_56430,True,False,False
pca_30466,True,False,False
pca_2493,True,False,False
pca_55810,True,False,False
pca_53329,True,False,False
pca_15987,True,False,False
pca_56432,True,False,False
pca_2170,True,False,False
pca_55822,True,False,False
pca_58991,True,False,False
pca_55858,True,False,False
pca_55868,True,False,False
pca_55841,True,False,False
pca_57515,True,False,False
pca_58401,True,False,False
pca_53448,True,False,False
pca_58199,True,False,False
pca_58423,True,False,False
pca_55826,True,False,False
pca_57216,True,False,False
pca_58330,True,False,False
pca_26840,True,False,False
pca_54855,True,False,False
pca_2229,True,False,False
pca_56440,True,False,False
pca_51455,True,False,False
pca_57164,True,False,False
pca_58797,True,False,False
pca_58281,True,False,False
pca_55847,True,False,False
pca_59030,True,False,False
pca_57522,False,True,False
pca_59026,False,True,False
pca_54868,False,True,False
pca_26148,False,True,False
pca_57513,False,True,False
pca_55845,False,True,False
pca_58345,False,True,False
pca_56398,False,True,False
pca_54906,False,True,False
pca_58826,False,True,False
pca_56436,False,True,False
pca_56386,False,True,False
pca_33220,False,True,False
pca_56428,False,True,False
pca_35230,False,True,False
pca_54867,False,True,False
pca_3661,False,True,False
pca_56406,False,True,False
pca_57870,False,True,False
pca_54001,False,True,False
pca_25866,False,True,False
pca_3838,False,True,False
pca_58313,False,True,False
pca_59004,False,True,False
pca_339,False,True,False
pca_56384,False,True,False
pca_41268,False,True,False
pca_22888,False,True,False
pca_58397,False,True,False
pca_54870,False,True,False
pca_58838,False,True,False
pca_30440,False,True,False
pca_695,False,True,False
pca_54851,False,True,False
pca_22534,False,False,True
pca_57178,False,False,True
pca_56382,False,False,True
pca_57176,False,False,True
pca_55866,False,False,True
pca_21769,False,False,True
pca_57862,False,False,True
pca_30460,False,False,True
pca_57670,False,False,True
pca_58304,False,False,True
pca_24420,False,False,True
pca_57876,False,False,True
pca_59060,False,False,True
pca_2174,False,False,True
pca_55857,False,False,True
pca_55814,False,False,True
pca_153,False,False,True
pca_53314,False,False,True
pca_32005,False,False,True
pca_58956,False,False,True
pca_58427,False,False,True
pca_51654,False,False,True
pca_22705,False,False,True
pca_33520,False,False,True
pca_57565,False,False,True
pca_54909,False,False,True
pca_54860,False,False,True
pca_57572,False,False,True
pca_57789,False,False,True
pca_59010,False,False,True
pca_54848,False,False,True
pca_57524,False,False,True
pca_53458,False,False,True
pca_32884,False,False,True
