,train,val,test
0,pca_55849,pca_55845,pca_57864
1,pca_58347,pca_57176,pca_56386
2,pca_58826,pca_57801,pca_58304
3,pca_54853,pca_57678,pca_24420
4,pca_55814,pca_57160,pca_58343
5,pca_57180,pca_55820,pca_58261
6,pca_56436,pca_59018,pca_58341
7,pca_26640,pca_34185,pca_57574
8,pca_54077,pca_22039,pca_57858
9,pca_54916,pca_58363,pca_2174
10,pca_57518,pca_58306,pca_33888
11,pca_57870,pca_57170,pca_57543
12,pca_54001,pca_54906,pca_55851
13,pca_55853,pca_35919,pca_56406
14,pca_19300,pca_58952,pca_57164
15,pca_57862,pca_55824,pca_26840
16,pca_53556,pca_59060,pca_34164
17,pca_55802,pca_56412,pca_54851
18,pca_2241,pca_22534,pca_57545
19,pca_53314,pca_54868,pca_57866
20,pca_33576,pca_55828,pca_54870
21,pca_33810,pca_41268,pca_51455
22,pca_58950,pca_58397,pca_53448
23,pca_19244,pca_339,pca_58991
24,pca_54839,pca_56452,
25,pca_54910,pca_54845,
26,pca_55839,pca_56447,
27,pca_55862,pca_51657,
28,pca_42717,pca_55847,
29,pca_58252,pca_58276,
30,pca_53331,pca_55841,
31,pca_21769,pca_57547,
32,pca_26148,pca_55807,
33,pca_55833,pca_695,
34,pca_55816,,
35,pca_35172,,
36,pca_3661,,
37,pca_55836,,
38,pca_56459,,
39,pca_22925,,
40,pca_58956,,
41,pca_57178,,
42,pca_56428,,
43,pca_53782,,
44,pca_53549,,
45,pca_55866,,
46,pca_57166,,
47,pca_57570,,
48,pca_58203,,
49,pca_2484,,
50,pca_57528,,
51,pca_26268,,
52,pca_57529,,
53,pca_21674,,
54,pca_56382,,
55,pca_153,,
56,pca_58393,,
57,pca_58301,,
58,pca_57880,,
59,pca_57876,,
60,pca_58438,,
61,pca_57522,,
62,pca_35230,,
63,pca_55838,,
64,pca_55855,,
65,pca_55857,,
66,pca_26152,,
67,pca_21532,,
68,pca_57513,,
69,pca_56461,,
70,pca_56398,,
71,pca_57533,,
72,pca_56390,,
73,pca_26197,,
74,pca_58838,,
75,pca_32884,,
76,pca_56320,,
77,pca_58954,,
78,pca_57572,,
79,pca_58427,,
80,pca_57174,,
81,pca_56384,,
82,pca_54909,,
83,pca_59034,,
84,pca_25866,,
85,pca_26466,,
86,pca_50963,,
87,pca_22705,,
88,pca_55860,,
89,pca_33762,,
90,pca_58419,,
91,pca_33026,,
92,pca_56430,,
93,pca_30466,,
94,pca_3838,,
95,pca_58313,,
96,pca_59010,,
97,pca_2493,,
98,pca_55810,,
99,pca_53329,,
100,pca_15987,,
101,pca_56432,,
102,pca_2170,,
103,pca_55822,,
104,pca_57524,,
105,pca_55858,,
106,pca_55868,,
107,pca_57515,,
108,pca_58401,,
109,pca_58199,,
110,pca_51654,,
111,pca_58423,,
112,pca_55826,,
113,pca_57216,,
114,pca_59004,,
115,pca_58330,,
116,pca_54848,,
117,pca_54855,,
118,pca_2229,,
119,pca_56440,,
120,pca_58797,,
121,pca_58281,,
122,pca_30440,,
