,train,val,test
0,pca_55820,pca_57522,pca_22534
1,pca_55849,pca_59026,pca_57178
2,pca_58347,pca_54868,pca_56382
3,pca_54853,pca_26148,pca_57176
4,pca_55814,pca_57513,pca_55866
5,pca_57180,pca_55845,pca_21769
6,pca_26640,pca_58345,pca_57862
7,pca_54077,pca_56398,pca_30460
8,pca_57574,pca_54906,pca_57670
9,pca_54916,pca_58826,pca_58304
10,pca_57518,pca_56436,pca_24420
11,pca_55853,pca_56386,pca_57876
12,pca_19300,pca_33220,pca_59060
13,pca_53556,pca_56428,pca_2174
14,pca_55802,pca_35230,pca_58427
15,pca_58306,pca_54867,pca_51654
16,pca_2241,pca_3661,pca_22705
17,pca_58363,pca_56406,pca_33520
18,pca_53314,pca_57870,pca_57565
19,pca_33576,pca_54001,pca_54909
20,pca_33810,pca_25866,pca_54860
21,pca_58950,pca_3838,pca_57572
22,pca_19244,pca_58313,pca_57789
23,pca_58341,pca_59004,pca_59010
24,pca_54839,pca_339,
25,pca_54910,pca_56384,
26,pca_59018,pca_41268,
27,pca_55839,pca_22888,
28,pca_55862,pca_58397,
29,pca_42717,pca_54870,
30,pca_58252,pca_58838,
31,pca_53331,pca_30440,
32,pca_57801,pca_695,
33,pca_55833,pca_54851,
34,pca_55816,,
35,pca_35172,,
36,pca_57864,,
37,pca_55836,,
38,pca_56459,,
39,pca_22925,,
40,pca_58956,,
41,pca_53782,,
42,pca_57170,,
43,pca_55851,,
44,pca_55824,,
45,pca_53549,,
46,pca_22039,,
47,pca_57166,,
48,pca_58952,,
49,pca_57570,,
50,pca_58203,,
51,pca_2484,,
52,pca_57528,,
53,pca_26268,,
54,pca_57529,,
55,pca_21674,,
56,pca_153,,
57,pca_58393,,
58,pca_58301,,
59,pca_57880,,
60,pca_58438,,
61,pca_55838,,
62,pca_55855,,
63,pca_55857,,
64,pca_26152,,
65,pca_21532,,
66,pca_56461,,
67,pca_56412,,
68,pca_57533,,
69,pca_58160,,
70,pca_57858,,
71,pca_53321,,
72,pca_54845,,
73,pca_56390,,
74,pca_26197,,
75,pca_32884,,
76,pca_56320,,
77,pca_58954,,
78,pca_57174,,
79,pca_56452,,
80,pca_59034,,
81,pca_51657,,
82,pca_55807,,
83,pca_26466,,
84,pca_50963,,
85,pca_55860,,
86,pca_58276,,
87,pca_33762,,
88,pca_58419,,
89,pca_33026,,
90,pca_56430,,
91,pca_30466,,
92,pca_2493,,
93,pca_55810,,
94,pca_53329,,
95,pca_15987,,
96,pca_56432,,
97,pca_2170,,
98,pca_55822,,
99,pca_58991,,
100,pca_57524,,
101,pca_55858,,
102,pca_55868,,
103,pca_55841,,
104,pca_57515,,
105,pca_58401,,
106,pca_53448,,
107,pca_58199,,
108,pca_58423,,
109,pca_55826,,
110,pca_57216,,
111,pca_58330,,
112,pca_26840,,
113,pca_54848,,
114,pca_54855,,
115,pca_2229,,
116,pca_56440,,
117,pca_51455,,
118,pca_57164,,
119,pca_58797,,
120,pca_58281,,
121,pca_55847,,
122,pca_59030,,
