,train,val,test
0,pca_55820,pca_54910,pca_19244
1,pca_55849,pca_26268,pca_57801
2,pca_58826,pca_58347,pca_57518
3,pca_54853,pca_58363,pca_22039
4,pca_57180,pca_53549,pca_19300
5,pca_56436,pca_58952,pca_55862
6,pca_26640,pca_54841,pca_58252
7,pca_57574,pca_55836,pca_32005
8,pca_54916,pca_58203,pca_26152
9,pca_57870,pca_58828,pca_54906
10,pca_54001,pca_55824,pca_56410
11,pca_55853,pca_56412,pca_33576
12,pca_57862,pca_26077,pca_58306
13,pca_53556,pca_2241,pca_55851
14,pca_55802,pca_33708,pca_54050
15,pca_58304,pca_54077,pca_51455
16,pca_53314,pca_56382,pca_33762
17,pca_33810,pca_58301,pca_56434
18,pca_58950,pca_55814,pca_58838
19,pca_58341,pca_57176,pca_339
20,pca_54839,pca_55810,pca_57174
21,pca_59018,pca_58281,pca_58276
22,pca_55839,pca_22705,pca_59010
23,pca_42717,pca_57524,pca_56384
24,pca_2174,pca_58330,
25,pca_53331,pca_32884,
26,pca_21769,pca_58199,
27,pca_26148,pca_54848,
28,pca_55833,pca_51657,
29,pca_55816,pca_55868,
30,pca_35172,pca_41268,
31,pca_3661,pca_55841,
32,pca_57864,pca_25866,
33,pca_56459,pca_58421,
34,pca_22925,,
35,pca_58956,,
36,pca_57178,,
37,pca_56428,,
38,pca_53782,,
39,pca_22534,,
40,pca_57170,,
41,pca_55866,,
42,pca_57166,,
43,pca_57570,,
44,pca_2484,,
45,pca_57528,,
46,pca_57529,,
47,pca_21674,,
48,pca_153,,
49,pca_58393,,
50,pca_57880,,
51,pca_57876,,
52,pca_58438,,
53,pca_57522,,
54,pca_35230,,
55,pca_55838,,
56,pca_55855,,
57,pca_55857,,
58,pca_21532,,
59,pca_57513,,
60,pca_56461,,
61,pca_56398,,
62,pca_57533,,
63,pca_58160,,
64,pca_57858,,
65,pca_57670,,
66,pca_59026,,
67,pca_53321,,
68,pca_58339,,
69,pca_56386,,
70,pca_57543,,
71,pca_30460,,
72,pca_54845,,
73,pca_56390,,
74,pca_26197,,
75,pca_56320,,
76,pca_58954,,
77,pca_57572,,
78,pca_58427,,
79,pca_54851,,
80,pca_54909,,
81,pca_56452,,
82,pca_59034,,
83,pca_55807,,
84,pca_26466,,
85,pca_50963,,
86,pca_55860,,
87,pca_58419,,
88,pca_58397,,
89,pca_33026,,
90,pca_56430,,
91,pca_30466,,
92,pca_3838,,
93,pca_54870,,
94,pca_58313,,
95,pca_2493,,
96,pca_53329,,
97,pca_15987,,
98,pca_56432,,
99,pca_2170,,
100,pca_55822,,
101,pca_58991,,
102,pca_55858,,
103,pca_57515,,
104,pca_58401,,
105,pca_53448,,
106,pca_51654,,
107,pca_58423,,
108,pca_55826,,
109,pca_57216,,
110,pca_59004,,
111,pca_26840,,
112,pca_54855,,
113,pca_2229,,
114,pca_56440,,
115,pca_57164,,
116,pca_58797,,
117,pca_55847,,
118,pca_30440,,
119,pca_59030,,
120,pca_695,,
121,pca_53458,,
122,pca_56451,,
