,train,val,test
pca_55820,True,False,False
pca_55849,True,False,False
pca_58826,True,False,False
pca_54853,True,False,False
pca_57180,True,False,False
pca_26640,True,False,False
pca_57574,True,False,False
pca_54916,True,False,False
pca_57870,True,False,False
pca_54001,True,False,False
pca_55853,True,False,False
pca_57862,True,False,False
pca_53556,True,False,False
pca_55802,True,False,False
pca_58304,True,False,False
pca_53314,True,False,False
pca_33810,True,False,False
pca_58950,True,False,False
pca_54839,True,False,False
pca_59018,True,False,False
pca_55839,True,False,False
pca_42717,True,False,False
pca_53331,True,False,False
pca_26148,True,False,False
pca_55833,True,False,False
pca_55816,True,False,False
pca_35172,True,False,False
pca_3661,True,False,False
pca_57864,True,False,False
pca_56459,True,False,False
pca_22925,True,False,False
pca_58956,True,False,False
pca_57178,True,False,False
pca_56428,True,False,False
pca_53782,True,False,False
pca_22534,True,False,False
pca_57170,True,False,False
pca_55866,True,False,False
pca_57166,True,False,False
pca_57570,True,False,False
pca_2484,True,False,False
pca_57528,True,False,False
pca_57529,True,False,False
pca_21674,True,False,False
pca_153,True,False,False
pca_58393,True,False,False
pca_57880,True,False,False
pca_57876,True,False,False
pca_58438,True,False,False
pca_57522,True,False,False
pca_35230,True,False,False
pca_55838,True,False,False
pca_55855,True,False,False
pca_55857,True,False,False
pca_21532,True,False,False
pca_57513,True,False,False
pca_56461,True,False,False
pca_56398,True,False,False
pca_57533,True,False,False
pca_58160,True,False,False
pca_57858,True,False,False
pca_57670,True,False,False
pca_59026,True,False,False
pca_53321,True,False,False
pca_58339,True,False,False
pca_57543,True,False,False
pca_30460,True,False,False
pca_54867,True,False,False
pca_54845,True,False,False
pca_26197,True,False,False
pca_56320,True,False,False
pca_57572,True,False,False
pca_58427,True,False,False
pca_54851,True,False,False
pca_54909,True,False,False
pca_56452,True,False,False
pca_59034,True,False,False
pca_26466,True,False,False
pca_50963,True,False,False
pca_55860,True,False,False
pca_58419,True,False,False
pca_58397,True,False,False
pca_33026,True,False,False
pca_56430,True,False,False
pca_30466,True,False,False
pca_54870,True,False,False
pca_58313,True,False,False
pca_2493,True,False,False
pca_53329,True,False,False
pca_15987,True,False,False
pca_56432,True,False,False
pca_2170,True,False,False
pca_55822,True,False,False
pca_58991,True,False,False
pca_55858,True,False,False
pca_57515,True,False,False
pca_58401,True,False,False
pca_53448,True,False,False
pca_51654,True,False,False
pca_58423,True,False,False
pca_55826,True,False,False
pca_57216,True,False,False
pca_59004,True,False,False
pca_26840,True,False,False
pca_54855,True,False,False
pca_2229,True,False,False
pca_56440,True,False,False
pca_57164,True,False,False
pca_58797,True,False,False
pca_55847,True,False,False
pca_30440,True,False,False
pca_59030,True,False,False
pca_695,True,False,False
pca_53458,True,False,False
pca_56451,True,False,False
pca_57866,True,False,False
pca_54910,False,True,False
pca_26268,False,True,False
pca_58347,False,True,False
pca_58363,False,True,False
pca_53549,False,True,False
pca_58952,False,True,False
pca_54841,False,True,False
pca_55836,False,True,False
pca_58203,False,True,False
pca_58828,False,True,False
pca_55824,False,True,False
pca_56412,False,True,False
pca_26077,False,True,False
pca_2241,False,True,False
pca_33708,False,True,False
pca_54077,False,True,False
pca_56382,False,True,False
pca_58301,False,True,False
pca_55814,False,True,False
pca_57176,False,True,False
pca_55810,False,True,False
pca_58281,False,True,False
pca_22705,False,True,False
pca_57524,False,True,False
pca_58330,False,True,False
pca_32884,False,True,False
pca_58199,False,True,False
pca_54848,False,True,False
pca_51657,False,True,False
pca_55868,False,True,False
pca_41268,False,True,False
pca_55841,False,True,False
pca_25866,False,True,False
pca_58421,False,True,False
pca_19244,False,False,True
pca_57801,False,False,True
pca_57518,False,False,True
pca_22039,False,False,True
pca_19300,False,False,True
pca_55862,False,False,True
pca_58252,False,False,True
pca_32005,False,False,True
pca_26152,False,False,True
pca_54906,False,False,True
pca_56410,False,False,True
pca_33576,False,False,True
pca_58306,False,False,True
pca_55851,False,False,True
pca_58341,False,False,True
pca_21769,False,False,True
pca_2174,False,False,True
pca_56436,False,False,True
pca_56386,False,False,True
pca_55864,False,False,True
pca_54050,False,False,True
pca_51455,False,False,True
pca_33762,False,False,True
pca_56434,False,False,True
pca_58838,False,False,True
pca_339,False,False,True
pca_57174,False,False,True
pca_58276,False,False,True
pca_59010,False,False,True
pca_56384,False,False,True
pca_55807,False,False,True
pca_58954,False,False,True
pca_56390,False,False,True
pca_3838,False,False,True
