,train,val,test
0,pca_55820,pca_2484,pca_57864
1,pca_55849,pca_58399,pca_26268
2,pca_58826,pca_153,pca_33888
3,pca_54853,pca_57870,pca_19244
4,pca_55814,pca_59018,pca_56412
5,pca_56436,pca_33576,pca_58261
6,pca_54077,pca_26640,pca_34185
7,pca_57574,pca_57180,pca_55851
8,pca_54916,pca_57801,pca_58347
9,pca_57518,pca_33220,pca_58160
10,pca_54001,pca_58341,pca_24824
11,pca_55853,pca_22892,pca_3661
12,pca_19300,pca_54867,pca_57529
13,pca_57862,pca_57858,pca_55843
14,pca_53556,pca_57678,pca_32884
15,pca_55802,pca_55862,pca_26466
16,pca_58304,pca_2241,pca_55807
17,pca_58306,pca_58393,pca_57545
18,pca_58363,pca_54841,pca_30440
19,pca_53314,pca_57172,pca_51657
20,pca_33810,pca_58421,pca_57164
21,pca_58950,pca_53329,pca_2170
22,pca_54839,pca_58397,pca_58954
23,pca_54910,pca_54848,pca_55828
24,pca_55839,pca_57572,
25,pca_42717,pca_56384,
26,pca_2174,pca_58328,
27,pca_58252,pca_58401,
28,pca_53331,pca_57524,
29,pca_21769,pca_55860,
30,pca_26148,pca_54909,
31,pca_55833,pca_54855,
32,pca_55816,pca_58227,
33,pca_35172,pca_58281,
34,pca_55836,,
35,pca_56459,,
36,pca_22925,,
37,pca_58956,,
38,pca_57178,,
39,pca_56428,,
40,pca_53782,,
41,pca_22534,,
42,pca_57170,,
43,pca_55824,,
44,pca_53549,,
45,pca_55866,,
46,pca_22039,,
47,pca_57166,,
48,pca_58952,,
49,pca_57570,,
50,pca_58203,,
51,pca_57528,,
52,pca_21674,,
53,pca_56382,,
54,pca_58301,,
55,pca_57880,,
56,pca_57876,,
57,pca_58438,,
58,pca_57522,,
59,pca_35230,,
60,pca_55838,,
61,pca_55855,,
62,pca_55857,,
63,pca_26152,,
64,pca_21532,,
65,pca_57513,,
66,pca_56461,,
67,pca_56398,,
68,pca_57533,,
69,pca_57670,,
70,pca_59026,,
71,pca_53321,,
72,pca_54845,,
73,pca_56390,,
74,pca_26197,,
75,pca_58838,,
76,pca_56320,,
77,pca_58427,,
78,pca_57174,,
79,pca_54851,,
80,pca_339,,
81,pca_56452,,
82,pca_59034,,
83,pca_25866,,
84,pca_50963,,
85,pca_22705,,
86,pca_58276,,
87,pca_33762,,
88,pca_58419,,
89,pca_33026,,
90,pca_56430,,
91,pca_30466,,
92,pca_3838,,
93,pca_54870,,
94,pca_58313,,
95,pca_59010,,
96,pca_2493,,
97,pca_55810,,
98,pca_15987,,
99,pca_56432,,
100,pca_41268,,
101,pca_55822,,
102,pca_58991,,
103,pca_55858,,
104,pca_55868,,
105,pca_55841,,
106,pca_57515,,
107,pca_53448,,
108,pca_58199,,
109,pca_51654,,
110,pca_58423,,
111,pca_55826,,
112,pca_57216,,
113,pca_59004,,
114,pca_58330,,
115,pca_26840,,
116,pca_2229,,
117,pca_56440,,
118,pca_51455,,
119,pca_58797,,
120,pca_55847,,
121,pca_59030,,
122,pca_695,,
