,train,val,test
pca_55820,True,False,False
pca_58347,True,False,False
pca_58826,True,False,False
pca_54853,True,False,False
pca_55814,True,False,False
pca_57180,True,False,False
pca_26640,True,False,False
pca_54077,True,False,False
pca_54916,True,False,False
pca_54001,True,False,False
pca_19300,True,False,False
pca_57862,True,False,False
pca_2241,True,False,False
pca_58363,True,False,False
pca_33810,True,False,False
pca_19244,True,False,False
pca_58341,True,False,False
pca_54839,True,False,False
pca_54910,True,False,False
pca_55862,True,False,False
pca_42717,True,False,False
pca_2174,True,False,False
pca_58252,True,False,False
pca_53331,True,False,False
pca_21769,True,False,False
pca_57801,True,False,False
pca_55833,True,False,False
pca_55816,True,False,False
pca_35172,True,False,False
pca_57864,True,False,False
pca_55836,True,False,False
pca_56459,True,False,False
pca_58956,True,False,False
pca_57178,True,False,False
pca_55851,True,False,False
pca_55824,True,False,False
pca_53549,True,False,False
pca_55866,True,False,False
pca_22039,True,False,False
pca_58952,True,False,False
pca_57570,True,False,False
pca_58203,True,False,False
pca_2484,True,False,False
pca_57528,True,False,False
pca_26268,True,False,False
pca_57529,True,False,False
pca_21674,True,False,False
pca_56382,True,False,False
pca_58393,True,False,False
pca_57880,True,False,False
pca_58438,True,False,False
pca_55838,True,False,False
pca_55855,True,False,False
pca_55857,True,False,False
pca_26152,True,False,False
pca_21532,True,False,False
pca_57513,True,False,False
pca_56461,True,False,False
pca_56398,True,False,False
pca_56412,True,False,False
pca_57533,True,False,False
pca_57670,True,False,False
pca_59026,True,False,False
pca_53321,True,False,False
pca_58339,True,False,False
pca_56410,True,False,False
pca_56386,True,False,False
pca_57543,True,False,False
pca_54845,True,False,False
pca_56390,True,False,False
pca_26197,True,False,False
pca_58954,True,False,False
pca_58427,True,False,False
pca_57174,True,False,False
pca_54851,True,False,False
pca_56384,True,False,False
pca_339,True,False,False
pca_54909,True,False,False
pca_56452,True,False,False
pca_59034,True,False,False
pca_25866,True,False,False
pca_55807,True,False,False
pca_50963,True,False,False
pca_55860,True,False,False
pca_58276,True,False,False
pca_33762,True,False,False
pca_58419,True,False,False
pca_58397,True,False,False
pca_33026,True,False,False
pca_56430,True,False,False
pca_30466,True,False,False
pca_54870,True,False,False
pca_58313,True,False,False
pca_2493,True,False,False
pca_55810,True,False,False
pca_15987,True,False,False
pca_58991,True,False,False
pca_55858,True,False,False
pca_55841,True,False,False
pca_57515,True,False,False
pca_58401,True,False,False
pca_58199,True,False,False
pca_51654,True,False,False
pca_57216,True,False,False
pca_58330,True,False,False
pca_54855,True,False,False
pca_2229,True,False,False
pca_56440,True,False,False
pca_51455,True,False,False
pca_57164,True,False,False
pca_58797,True,False,False
pca_58281,True,False,False
pca_55847,True,False,False
pca_30440,True,False,False
pca_695,True,False,False
pca_53458,True,False,False
pca_54089,False,True,False
pca_55843,False,True,False
pca_56428,False,True,False
pca_58160,False,True,False
pca_58343,False,True,False
pca_35919,False,True,False
pca_32005,False,True,False
pca_57170,False,True,False
pca_57522,False,True,False
pca_58304,False,True,False
pca_22892,False,True,False
pca_57870,False,True,False
pca_59018,False,True,False
pca_22534,False,True,False
pca_57574,False,True,False
pca_33576,False,True,False
pca_3661,False,True,False
pca_54868,False,True,False
pca_55864,False,True,False
pca_55802,False,True,False
pca_59030,False,True,False
pca_55826,False,True,False
pca_55822,False,True,False
pca_56432,False,True,False
pca_59062,False,True,False
pca_58838,False,True,False
pca_3838,False,True,False
pca_54848,False,True,False
pca_58423,False,True,False
pca_58227,False,True,False
pca_2170,False,True,False
pca_41268,False,True,False
pca_56447,False,True,False
pca_26466,False,True,False
pca_56436,False,False,True
pca_58306,False,False,True
pca_26148,False,False,True
pca_33220,False,False,True
pca_53782,False,False,True
pca_35230,False,False,True
pca_55849,False,False,True
pca_58950,False,False,True
pca_153,False,False,True
pca_53556,False,False,True
pca_22925,False,False,True
pca_57166,False,False,True
pca_57876,False,False,True
pca_54867,False,False,True
pca_53314,False,False,True
pca_57518,False,False,True
pca_55839,False,False,True
pca_55853,False,False,True
pca_58301,False,False,True
pca_57858,False,False,True
pca_53448,False,False,True
pca_32884,False,False,True
pca_59004,False,False,True
pca_26840,False,False,True
pca_51657,False,False,True
pca_56320,False,False,True
pca_57547,False,False,True
pca_22705,False,False,True
pca_55868,False,False,True
pca_57572,False,False,True
pca_54860,False,False,True
pca_59010,False,False,True
pca_53329,False,False,True
pca_57524,False,False,True
