,train,val,test
0,pca_55820,pca_58952,pca_58339
1,pca_55849,pca_56398,pca_54916
2,pca_58347,pca_58956,pca_55824
3,pca_58826,pca_2241,pca_58261
4,pca_55814,pca_21572,pca_30460
5,pca_56436,pca_58301,pca_53321
6,pca_57518,pca_57574,pca_54910
7,pca_57870,pca_153,pca_58950
8,pca_54001,pca_55816,pca_22039
9,pca_55853,pca_33220,pca_57513
10,pca_57862,pca_53556,pca_54841
11,pca_55802,pca_54853,pca_32005
12,pca_58304,pca_55862,pca_55836
13,pca_58306,pca_57180,pca_56428
14,pca_58363,pca_54077,pca_50963
15,pca_53314,pca_58335,pca_59004
16,pca_33576,pca_26640,pca_58281
17,pca_33810,pca_59026,pca_55822
18,pca_19244,pca_19300,pca_339
19,pca_58341,pca_57172,pca_56390
20,pca_54839,pca_56421,pca_15987
21,pca_59018,pca_55807,pca_59034
22,pca_55839,pca_58227,pca_33520
23,pca_42717,pca_25866,pca_3287
24,pca_2174,pca_54848,
25,pca_58252,pca_57174,
26,pca_53331,pca_57216,
27,pca_21769,pca_30466,
28,pca_26148,pca_53329,
29,pca_57801,pca_55810,
30,pca_55833,pca_56451,
31,pca_35172,pca_54845,
32,pca_3661,pca_2229,
33,pca_57864,pca_56440,
34,pca_56459,,
35,pca_22925,,
36,pca_57178,,
37,pca_53782,,
38,pca_22534,,
39,pca_57170,,
40,pca_55851,,
41,pca_53549,,
42,pca_55866,,
43,pca_57166,,
44,pca_57570,,
45,pca_58203,,
46,pca_2484,,
47,pca_57528,,
48,pca_26268,,
49,pca_57529,,
50,pca_21674,,
51,pca_56382,,
52,pca_58393,,
53,pca_57880,,
54,pca_57876,,
55,pca_58438,,
56,pca_57522,,
57,pca_35230,,
58,pca_55838,,
59,pca_55855,,
60,pca_55857,,
61,pca_26152,,
62,pca_21532,,
63,pca_56461,,
64,pca_56412,,
65,pca_57533,,
66,pca_58160,,
67,pca_57858,,
68,pca_57670,,
69,pca_56410,,
70,pca_56386,,
71,pca_57543,,
72,pca_26197,,
73,pca_58838,,
74,pca_32884,,
75,pca_56320,,
76,pca_58954,,
77,pca_57572,,
78,pca_58427,,
79,pca_54851,,
80,pca_56384,,
81,pca_54909,,
82,pca_56452,,
83,pca_51657,,
84,pca_26466,,
85,pca_22705,,
86,pca_55860,,
87,pca_58276,,
88,pca_33762,,
89,pca_58419,,
90,pca_58397,,
91,pca_33026,,
92,pca_56430,,
93,pca_3838,,
94,pca_54870,,
95,pca_58313,,
96,pca_59010,,
97,pca_2493,,
98,pca_56432,,
99,pca_2170,,
100,pca_41268,,
101,pca_58991,,
102,pca_57524,,
103,pca_55858,,
104,pca_55868,,
105,pca_55841,,
106,pca_57515,,
107,pca_58401,,
108,pca_53448,,
109,pca_58199,,
110,pca_51654,,
111,pca_58423,,
112,pca_55826,,
113,pca_58330,,
114,pca_26840,,
115,pca_54855,,
116,pca_51455,,
117,pca_57164,,
118,pca_58797,,
119,pca_55847,,
120,pca_30440,,
121,pca_59030,,
122,pca_695,,
