,train,val,test
0,pca_55820,pca_21674,pca_58343
1,pca_55849,pca_57864,pca_54916
2,pca_58347,pca_19300,pca_32022
3,pca_58826,pca_54906,pca_3661
4,pca_54853,pca_58261,pca_57670
5,pca_55814,pca_55864,pca_59018
6,pca_57180,pca_54841,pca_57172
7,pca_56436,pca_58828,pca_19244
8,pca_26640,pca_54089,pca_55845
9,pca_54077,pca_56410,pca_54867
10,pca_57574,pca_22039,pca_57570
11,pca_57518,pca_57178,pca_58345
12,pca_57870,pca_55862,pca_59002
13,pca_54001,pca_24824,pca_58956
14,pca_55853,pca_58335,pca_50963
15,pca_57862,pca_26077,pca_59062
16,pca_53556,pca_55836,pca_58954
17,pca_55802,pca_53321,pca_57524
18,pca_58304,pca_57176,pca_58419
19,pca_58306,pca_22892,pca_53458
20,pca_2241,pca_55822,pca_58330
21,pca_58363,pca_57789,pca_57545
22,pca_53314,pca_59034,pca_54860
23,pca_33576,pca_56430,pca_41268
24,pca_33810,pca_55841,
25,pca_58950,pca_58199,
26,pca_58341,pca_26466,
27,pca_54839,pca_54909,
28,pca_54910,pca_26197,
29,pca_55839,pca_56390,
30,pca_42717,pca_57168,
31,pca_2174,pca_59004,
32,pca_58252,pca_26840,
33,pca_53331,pca_58427,
34,pca_21769,,
35,pca_26148,,
36,pca_57801,,
37,pca_55833,,
38,pca_55816,,
39,pca_35172,,
40,pca_56459,,
41,pca_22925,,
42,pca_56428,,
43,pca_53782,,
44,pca_22534,,
45,pca_57170,,
46,pca_55851,,
47,pca_55824,,
48,pca_53549,,
49,pca_55866,,
50,pca_57166,,
51,pca_58952,,
52,pca_58203,,
53,pca_2484,,
54,pca_57528,,
55,pca_26268,,
56,pca_57529,,
57,pca_56382,,
58,pca_153,,
59,pca_58393,,
60,pca_58301,,
61,pca_57880,,
62,pca_57876,,
63,pca_58438,,
64,pca_57522,,
65,pca_35230,,
66,pca_55838,,
67,pca_55855,,
68,pca_55857,,
69,pca_26152,,
70,pca_21532,,
71,pca_57513,,
72,pca_54845,,
73,pca_58838,,
74,pca_32884,,
75,pca_56320,,
76,pca_57572,,
77,pca_57174,,
78,pca_54851,,
79,pca_56384,,
80,pca_339,,
81,pca_56452,,
82,pca_25866,,
83,pca_51657,,
84,pca_55807,,
85,pca_22705,,
86,pca_55860,,
87,pca_58276,,
88,pca_33762,,
89,pca_58397,,
90,pca_33026,,
91,pca_30466,,
92,pca_3838,,
93,pca_54870,,
94,pca_58313,,
95,pca_59010,,
96,pca_2493,,
97,pca_55810,,
98,pca_53329,,
99,pca_15987,,
100,pca_56432,,
101,pca_2170,,
102,pca_58991,,
103,pca_55858,,
104,pca_55868,,
105,pca_57515,,
106,pca_58401,,
107,pca_53448,,
108,pca_51654,,
109,pca_58423,,
110,pca_55826,,
111,pca_57216,,
112,pca_54848,,
113,pca_54855,,
114,pca_2229,,
115,pca_56440,,
116,pca_51455,,
117,pca_57164,,
118,pca_58797,,
119,pca_58281,,
120,pca_55847,,
121,pca_30440,,
122,pca_59030,,
