,train,val,test
0,pca_54845,pca_153,pca_58328
1,pca_26197,pca_30460,pca_22705
2,pca_54853,pca_55860,pca_54867
3,pca_57180,pca_57870,pca_59004
4,pca_58838,pca_33026,pca_58347
5,pca_57574,pca_53556,pca_57216
6,pca_32884,pca_54050,pca_58419
7,pca_56320,pca_58252,pca_53448
8,pca_58954,pca_58363,pca_58421
9,pca_57174,pca_33810,pca_30440
10,pca_56384,pca_19244,pca_58306
11,pca_54839,pca_58341,pca_56417
12,pca_54910,pca_55828,pca_58956
13,pca_56452,pca_59062,pca_56406
14,pca_51657,pca_57178,pca_58397
15,pca_50963,pca_26466,pca_56451
16,pca_2174,pca_58952,pca_57670
17,pca_33762,pca_34185,pca_30466
18,pca_21769,pca_57524,pca_56398
19,pca_26148,pca_54909,pca_58423
20,pca_54870,pca_53329,pca_57801
21,pca_58313,pca_56430,pca_26077
22,pca_59010,pca_55853,pca_54860
23,pca_3661,pca_57862,pca_57513
24,pca_56432,,
25,pca_41268,,
26,pca_53549,,
27,pca_22039,,
28,pca_58991,,
29,pca_57570,,
30,pca_55858,,
31,pca_55868,,
32,pca_2484,,
33,pca_57515,,
34,pca_58401,,
35,pca_57529,,
36,pca_21674,,
37,pca_58393,,
38,pca_51654,,
39,pca_55857,,
40,pca_58160,,
41,pca_26840,,
42,pca_58339,,
43,pca_51455,,
44,pca_57164,,
45,pca_33220,,
46,pca_58281,,
47,pca_55864,,
48,pca_56390,,
49,pca_55820,,
50,pca_55849,,
51,pca_58826,,
52,pca_55814,,
53,pca_56436,,
54,pca_26640,,
55,pca_54077,,
56,pca_54916,,
57,pca_57518,,
58,pca_54001,,
59,pca_19300,,
60,pca_55802,,
61,pca_58304,,
62,pca_57572,,
63,pca_58427,,
64,pca_2241,,
65,pca_53314,,
66,pca_33576,,
67,pca_54851,,
68,pca_58950,,
69,pca_339,,
70,pca_59018,,
71,pca_59034,,
72,pca_25866,,
73,pca_55839,,
74,pca_55807,,
75,pca_55862,,
76,pca_42717,,
77,pca_58276,,
78,pca_53331,,
79,pca_55833,,
80,pca_55816,,
81,pca_3838,,
82,pca_2493,,
83,pca_55810,,
84,pca_35172,,
85,pca_57864,,
86,pca_55836,,
87,pca_15987,,
88,pca_56459,,
89,pca_22925,,
90,pca_56428,,
91,pca_2170,,
92,pca_53782,,
93,pca_22534,,
94,pca_57170,,
95,pca_55851,,
96,pca_55824,,
97,pca_55866,,
98,pca_55822,,
99,pca_57166,,
100,pca_58203,,
101,pca_55841,,
102,pca_57528,,
103,pca_26268,,
104,pca_56382,,
105,pca_58301,,
106,pca_57880,,
107,pca_58199,,
108,pca_57876,,
109,pca_58438,,
110,pca_57522,,
111,pca_35230,,
112,pca_55838,,
113,pca_55855,,
114,pca_26152,,
115,pca_21532,,
116,pca_55826,,
117,pca_56461,,
118,pca_56412,,
119,pca_57533,,
120,pca_57858,,
121,pca_58330,,
122,pca_54848,,
123,pca_54855,,
124,pca_59026,,
125,pca_53321,,
126,pca_56410,,
127,pca_2229,,
128,pca_56440,,
129,pca_56386,,
