,train,val,test
0,pca_54845,pca_33708,pca_57870
1,pca_26197,pca_57515,pca_54853
2,pca_58347,pca_58991,pca_56452
3,pca_58838,pca_55860,pca_33026
4,pca_32884,pca_58252,pca_57180
5,pca_56320,pca_57176,pca_58419
6,pca_58954,pca_57557,pca_55858
7,pca_53556,pca_153,pca_51654
8,pca_57174,pca_57574,pca_57565
9,pca_58363,pca_56447,pca_54868
10,pca_56384,pca_57522,pca_26640
11,pca_54839,pca_57168,pca_35230
12,pca_54910,pca_54916,pca_55822
13,pca_51657,pca_56386,pca_58397
14,pca_50963,pca_2229,pca_34185
15,pca_2174,pca_22534,pca_26152
16,pca_22705,pca_53321,pca_55807
17,pca_33762,pca_58427,pca_59026
18,pca_21769,pca_55866,pca_55849
19,pca_26148,pca_22925,pca_54855
20,pca_54870,pca_57876,pca_55839
21,pca_58313,pca_55853,pca_58826
22,pca_59010,pca_58203,pca_53314
23,pca_3661,pca_55802,pca_53331
24,pca_56432,,
25,pca_41268,,
26,pca_53549,,
27,pca_22039,,
28,pca_57570,,
29,pca_55868,,
30,pca_2484,,
31,pca_58401,,
32,pca_57529,,
33,pca_21674,,
34,pca_58393,,
35,pca_53448,,
36,pca_55857,,
37,pca_57216,,
38,pca_58160,,
39,pca_59004,,
40,pca_26840,,
41,pca_58339,,
42,pca_51455,,
43,pca_57164,,
44,pca_30460,,
45,pca_54867,,
46,pca_33220,,
47,pca_58281,,
48,pca_56390,,
49,pca_55820,,
50,pca_55814,,
51,pca_56436,,
52,pca_54077,,
53,pca_57518,,
54,pca_54001,,
55,pca_19300,,
56,pca_57862,,
57,pca_58304,,
58,pca_57572,,
59,pca_58306,,
60,pca_2241,,
61,pca_33576,,
62,pca_33810,,
63,pca_54851,,
64,pca_58950,,
65,pca_19244,,
66,pca_58341,,
67,pca_339,,
68,pca_54909,,
69,pca_59018,,
70,pca_59034,,
71,pca_25866,,
72,pca_26466,,
73,pca_55862,,
74,pca_42717,,
75,pca_58276,,
76,pca_57801,,
77,pca_56430,,
78,pca_55833,,
79,pca_30466,,
80,pca_55816,,
81,pca_3838,,
82,pca_2493,,
83,pca_55810,,
84,pca_35172,,
85,pca_57864,,
86,pca_53329,,
87,pca_55836,,
88,pca_15987,,
89,pca_56459,,
90,pca_58956,,
91,pca_57178,,
92,pca_56428,,
93,pca_2170,,
94,pca_53782,,
95,pca_57170,,
96,pca_55851,,
97,pca_55824,,
98,pca_57166,,
99,pca_58952,,
100,pca_57524,,
101,pca_55841,,
102,pca_57528,,
103,pca_26268,,
104,pca_56382,,
105,pca_58301,,
106,pca_57880,,
107,pca_58199,,
108,pca_58423,,
109,pca_58438,,
110,pca_55838,,
111,pca_55855,,
112,pca_21532,,
113,pca_57513,,
114,pca_55826,,
115,pca_56461,,
116,pca_56398,,
117,pca_56412,,
118,pca_57533,,
119,pca_57858,,
120,pca_58330,,
121,pca_57670,,
122,pca_54848,,
123,pca_56410,,
124,pca_56440,,
125,pca_57543,,
126,pca_58797,,
127,pca_24824,,
128,pca_55847,,
129,pca_30440,,
