,train,val,test
0,pca_54845,pca_58328,pca_58393
1,pca_26197,pca_58347,pca_3661
2,pca_54853,pca_55864,pca_57547
3,pca_57180,pca_21674,pca_58313
4,pca_58838,pca_55843,pca_57570
5,pca_57574,pca_33204,pca_53556
6,pca_32884,pca_57557,pca_57868
7,pca_56320,pca_58252,pca_33220
8,pca_58954,pca_58421,pca_53549
9,pca_57870,pca_58335,pca_59026
10,pca_57174,pca_55822,pca_58826
11,pca_58363,pca_55847,pca_55820
12,pca_56384,pca_56398,pca_56406
13,pca_54839,pca_54860,pca_55855
14,pca_54910,pca_55851,pca_59062
15,pca_56452,pca_57862,pca_53458
16,pca_51657,pca_58199,pca_57876
17,pca_50963,pca_53329,pca_56440
18,pca_2174,pca_2241,pca_33810
19,pca_22705,pca_55814,pca_55853
20,pca_55860,pca_30466,pca_15987
21,pca_33762,pca_55826,pca_59018
22,pca_21769,pca_58330,pca_57178
23,pca_58419,pca_56382,pca_22888
24,pca_26148,,
25,pca_33026,,
26,pca_54870,,
27,pca_59010,,
28,pca_56432,,
29,pca_41268,,
30,pca_22039,,
31,pca_58991,,
32,pca_55858,,
33,pca_55868,,
34,pca_2484,,
35,pca_57515,,
36,pca_58401,,
37,pca_57529,,
38,pca_153,,
39,pca_53448,,
40,pca_51654,,
41,pca_55857,,
42,pca_57216,,
43,pca_58160,,
44,pca_59004,,
45,pca_26840,,
46,pca_58339,,
47,pca_51455,,
48,pca_56390,,
49,pca_55849,,
50,pca_56436,,
51,pca_26640,,
52,pca_54077,,
53,pca_54916,,
54,pca_57518,,
55,pca_54001,,
56,pca_19300,,
57,pca_55802,,
58,pca_58304,,
59,pca_57572,,
60,pca_58427,,
61,pca_58306,,
62,pca_53314,,
63,pca_33576,,
64,pca_54851,,
65,pca_58950,,
66,pca_19244,,
67,pca_58341,,
68,pca_339,,
69,pca_54909,,
70,pca_59034,,
71,pca_25866,,
72,pca_55839,,
73,pca_55807,,
74,pca_26466,,
75,pca_55862,,
76,pca_42717,,
77,pca_58276,,
78,pca_53331,,
79,pca_58397,,
80,pca_57801,,
81,pca_56430,,
82,pca_55833,,
83,pca_55816,,
84,pca_3838,,
85,pca_2493,,
86,pca_55810,,
87,pca_35172,,
88,pca_57864,,
89,pca_55836,,
90,pca_56459,,
91,pca_22925,,
92,pca_58956,,
93,pca_56428,,
94,pca_2170,,
95,pca_53782,,
96,pca_22534,,
97,pca_57170,,
98,pca_55824,,
99,pca_55866,,
100,pca_57166,,
101,pca_58952,,
102,pca_57524,,
103,pca_58203,,
104,pca_55841,,
105,pca_57528,,
106,pca_26268,,
107,pca_58301,,
108,pca_57880,,
109,pca_58423,,
110,pca_58438,,
111,pca_57522,,
112,pca_35230,,
113,pca_55838,,
114,pca_26152,,
115,pca_21532,,
116,pca_57513,,
117,pca_56461,,
118,pca_56412,,
119,pca_57533,,
120,pca_57858,,
121,pca_57670,,
122,pca_54848,,
123,pca_54855,,
124,pca_53321,,
125,pca_56410,,
126,pca_2229,,
127,pca_56386,,
128,pca_57543,,
129,pca_58797,,
