,train,val,test
0,pca_54845,pca_21674,pca_57176
1,pca_26197,pca_57547,pca_57868
2,pca_58347,pca_57870,pca_58328
3,pca_54853,pca_56432,pca_54910
4,pca_58838,pca_33026,pca_55843
5,pca_57574,pca_51657,pca_33708
6,pca_32884,pca_57172,pca_54050
7,pca_56320,pca_54870,pca_33204
8,pca_58954,pca_57180,pca_57565
9,pca_53556,pca_58797,pca_59018
10,pca_57174,pca_22892,pca_53331
11,pca_58363,pca_35172,pca_58427
12,pca_56384,pca_57545,pca_34164
13,pca_54839,pca_24420,pca_56428
14,pca_56452,pca_57168,pca_56406
15,pca_50963,pca_58199,pca_56436
16,pca_2174,pca_24824,pca_56459
17,pca_22705,pca_55807,pca_59030
18,pca_58252,pca_57678,pca_56447
19,pca_55860,pca_56440,pca_55855
20,pca_33762,pca_58301,pca_55866
21,pca_21769,pca_58203,pca_42717
22,pca_58419,pca_55841,pca_58423
23,pca_26148,pca_57518,pca_57572
24,pca_58313,,
25,pca_59010,,
26,pca_3661,,
27,pca_41268,,
28,pca_53549,,
29,pca_22039,,
30,pca_58991,,
31,pca_57570,,
32,pca_55858,,
33,pca_55868,,
34,pca_2484,,
35,pca_57515,,
36,pca_58401,,
37,pca_57529,,
38,pca_153,,
39,pca_58393,,
40,pca_53448,,
41,pca_51654,,
42,pca_55857,,
43,pca_57216,,
44,pca_58160,,
45,pca_59004,,
46,pca_26840,,
47,pca_58339,,
48,pca_56390,,
49,pca_55820,,
50,pca_55849,,
51,pca_58826,,
52,pca_55814,,
53,pca_26640,,
54,pca_54077,,
55,pca_54916,,
56,pca_54001,,
57,pca_55853,,
58,pca_19300,,
59,pca_57862,,
60,pca_55802,,
61,pca_58304,,
62,pca_58306,,
63,pca_2241,,
64,pca_53314,,
65,pca_33576,,
66,pca_33810,,
67,pca_54851,,
68,pca_58950,,
69,pca_19244,,
70,pca_58341,,
71,pca_339,,
72,pca_54909,,
73,pca_59034,,
74,pca_25866,,
75,pca_55839,,
76,pca_26466,,
77,pca_55862,,
78,pca_58276,,
79,pca_58397,,
80,pca_57801,,
81,pca_56430,,
82,pca_55833,,
83,pca_30466,,
84,pca_55816,,
85,pca_3838,,
86,pca_2493,,
87,pca_55810,,
88,pca_57864,,
89,pca_53329,,
90,pca_55836,,
91,pca_15987,,
92,pca_22925,,
93,pca_58956,,
94,pca_57178,,
95,pca_2170,,
96,pca_53782,,
97,pca_22534,,
98,pca_57170,,
99,pca_55851,,
100,pca_55824,,
101,pca_55822,,
102,pca_57166,,
103,pca_58952,,
104,pca_57524,,
105,pca_57528,,
106,pca_26268,,
107,pca_56382,,
108,pca_57880,,
109,pca_57876,,
110,pca_58438,,
111,pca_57522,,
112,pca_35230,,
113,pca_55838,,
114,pca_26152,,
115,pca_21532,,
116,pca_57513,,
117,pca_55826,,
118,pca_56461,,
119,pca_56398,,
120,pca_56412,,
121,pca_57533,,
122,pca_57858,,
123,pca_58330,,
124,pca_57670,,
125,pca_54848,,
126,pca_54855,,
127,pca_59026,,
128,pca_53321,,
129,pca_56410,,
