,train,val,test
0,pca_54845,pca_26840,pca_57180
1,pca_26197,pca_58954,pca_56421
2,pca_58347,pca_33220,pca_3287
3,pca_54853,pca_58363,pca_58401
4,pca_58838,pca_3661,pca_56434
5,pca_32884,pca_21769,pca_57172
6,pca_57870,pca_56320,pca_59010
7,pca_53556,pca_57574,pca_58313
8,pca_57174,pca_55868,pca_55843
9,pca_56384,pca_54916,pca_26640
10,pca_54839,pca_25866,pca_56451
11,pca_54910,pca_21532,pca_58301
12,pca_56452,pca_55853,pca_56412
13,pca_51657,pca_30466,pca_54906
14,pca_50963,pca_57178,pca_53458
15,pca_2174,pca_30440,pca_59018
16,pca_22705,pca_35172,pca_56440
17,pca_58252,pca_57862,pca_56430
18,pca_55860,pca_54077,pca_58797
19,pca_33762,pca_58399,pca_58952
20,pca_58419,pca_53782,pca_57670
21,pca_26148,pca_58335,pca_55836
22,pca_33026,pca_59062,pca_58828
23,pca_54870,pca_58341,pca_58956
24,pca_56432,,
25,pca_41268,,
26,pca_53549,,
27,pca_22039,,
28,pca_58991,,
29,pca_57570,,
30,pca_55858,,
31,pca_2484,,
32,pca_57515,,
33,pca_57529,,
34,pca_21674,,
35,pca_153,,
36,pca_58393,,
37,pca_53448,,
38,pca_51654,,
39,pca_55857,,
40,pca_57216,,
41,pca_58160,,
42,pca_59004,,
43,pca_58339,,
44,pca_51455,,
45,pca_57164,,
46,pca_30460,,
47,pca_54867,,
48,pca_56390,,
49,pca_55820,,
50,pca_55849,,
51,pca_58826,,
52,pca_55814,,
53,pca_56436,,
54,pca_57518,,
55,pca_54001,,
56,pca_19300,,
57,pca_55802,,
58,pca_58304,,
59,pca_57572,,
60,pca_58427,,
61,pca_58306,,
62,pca_2241,,
63,pca_53314,,
64,pca_33576,,
65,pca_33810,,
66,pca_54851,,
67,pca_58950,,
68,pca_19244,,
69,pca_339,,
70,pca_54909,,
71,pca_59034,,
72,pca_55839,,
73,pca_55807,,
74,pca_26466,,
75,pca_55862,,
76,pca_42717,,
77,pca_58276,,
78,pca_53331,,
79,pca_58397,,
80,pca_57801,,
81,pca_55833,,
82,pca_55816,,
83,pca_3838,,
84,pca_2493,,
85,pca_55810,,
86,pca_57864,,
87,pca_53329,,
88,pca_15987,,
89,pca_56459,,
90,pca_22925,,
91,pca_56428,,
92,pca_2170,,
93,pca_22534,,
94,pca_57170,,
95,pca_55851,,
96,pca_55824,,
97,pca_55866,,
98,pca_55822,,
99,pca_57166,,
100,pca_57524,,
101,pca_58203,,
102,pca_55841,,
103,pca_57528,,
104,pca_26268,,
105,pca_56382,,
106,pca_57880,,
107,pca_58199,,
108,pca_58423,,
109,pca_57876,,
110,pca_58438,,
111,pca_57522,,
112,pca_35230,,
113,pca_55838,,
114,pca_55855,,
115,pca_26152,,
116,pca_57513,,
117,pca_55826,,
118,pca_56461,,
119,pca_56398,,
120,pca_57533,,
121,pca_57858,,
122,pca_58330,,
123,pca_54848,,
124,pca_54855,,
125,pca_59026,,
126,pca_53321,,
127,pca_56410,,
128,pca_2229,,
129,pca_56386,,
