,train,val,test
0,pca_54845,pca_56434,pca_30460
1,pca_58347,pca_58160,pca_26840
2,pca_54853,pca_26197,pca_26148
3,pca_57180,pca_56452,pca_56384
4,pca_58838,pca_57160,pca_22705
5,pca_57574,pca_2174,pca_58401
6,pca_56320,pca_57870,pca_55858
7,pca_58954,pca_57868,pca_51654
8,pca_53556,pca_32884,pca_54910
9,pca_57174,pca_57168,pca_53314
10,pca_58363,pca_59026,pca_56417
11,pca_54839,pca_33810,pca_56428
12,pca_51657,pca_56436,pca_22534
13,pca_50963,pca_54906,pca_58950
14,pca_58252,pca_53458,pca_55866
15,pca_55860,pca_53331,pca_35172
16,pca_33762,pca_55820,pca_58438
17,pca_21769,pca_56461,pca_26077
18,pca_58419,pca_21572,pca_32022
19,pca_33026,pca_55807,pca_58828
20,pca_54870,pca_58956,pca_56398
21,pca_58313,pca_53329,pca_59060
22,pca_59010,pca_25866,pca_19300
23,pca_3661,pca_54001,pca_24824
24,pca_56432,,
25,pca_41268,,
26,pca_53549,,
27,pca_22039,,
28,pca_58991,,
29,pca_57570,,
30,pca_55868,,
31,pca_2484,,
32,pca_57515,,
33,pca_57529,,
34,pca_21674,,
35,pca_153,,
36,pca_58393,,
37,pca_53448,,
38,pca_55857,,
39,pca_57216,,
40,pca_59004,,
41,pca_58339,,
42,pca_51455,,
43,pca_57164,,
44,pca_54867,,
45,pca_33220,,
46,pca_58281,,
47,pca_55864,,
48,pca_56390,,
49,pca_55849,,
50,pca_58826,,
51,pca_55814,,
52,pca_26640,,
53,pca_54077,,
54,pca_54916,,
55,pca_57518,,
56,pca_55853,,
57,pca_57862,,
58,pca_55802,,
59,pca_58304,,
60,pca_57572,,
61,pca_58427,,
62,pca_58306,,
63,pca_2241,,
64,pca_33576,,
65,pca_54851,,
66,pca_19244,,
67,pca_58341,,
68,pca_339,,
69,pca_54909,,
70,pca_59018,,
71,pca_59034,,
72,pca_55839,,
73,pca_26466,,
74,pca_55862,,
75,pca_42717,,
76,pca_58276,,
77,pca_58397,,
78,pca_57801,,
79,pca_56430,,
80,pca_55833,,
81,pca_30466,,
82,pca_55816,,
83,pca_3838,,
84,pca_2493,,
85,pca_55810,,
86,pca_57864,,
87,pca_55836,,
88,pca_15987,,
89,pca_56459,,
90,pca_22925,,
91,pca_57178,,
92,pca_2170,,
93,pca_53782,,
94,pca_57170,,
95,pca_55851,,
96,pca_55824,,
97,pca_55822,,
98,pca_57166,,
99,pca_58952,,
100,pca_57524,,
101,pca_58203,,
102,pca_55841,,
103,pca_57528,,
104,pca_26268,,
105,pca_56382,,
106,pca_58301,,
107,pca_57880,,
108,pca_58199,,
109,pca_58423,,
110,pca_57876,,
111,pca_57522,,
112,pca_35230,,
113,pca_55838,,
114,pca_55855,,
115,pca_26152,,
116,pca_21532,,
117,pca_57513,,
118,pca_55826,,
119,pca_56412,,
120,pca_57533,,
121,pca_57858,,
122,pca_58330,,
123,pca_57670,,
124,pca_54848,,
125,pca_54855,,
126,pca_53321,,
127,pca_56410,,
128,pca_2229,,
129,pca_56440,,
