,train,val,test
0,pca_54845,pca_57570,pca_21674
1,pca_26197,pca_57529,pca_26840
2,pca_58347,pca_26148,pca_57180
3,pca_58838,pca_55868,pca_57789
4,pca_57574,pca_22039,pca_55843
5,pca_32884,pca_58328,pca_53556
6,pca_56320,pca_30460,pca_54853
7,pca_58954,pca_57547,pca_50963
8,pca_57870,pca_58291,pca_57216
9,pca_57174,pca_34164,pca_26077
10,pca_58363,pca_58399,pca_33576
11,pca_56384,pca_55836,pca_2241
12,pca_54839,pca_59002,pca_56382
13,pca_54910,pca_54860,pca_56436
14,pca_56452,pca_42717,pca_34185
15,pca_51657,pca_55820,pca_33810
16,pca_2174,pca_55851,pca_58341
17,pca_22705,pca_339,pca_58427
18,pca_58252,pca_56406,pca_26640
19,pca_55860,pca_53458,pca_57543
20,pca_33762,pca_58335,pca_57522
21,pca_21769,pca_55853,pca_53782
22,pca_58419,pca_58828,pca_19300
23,pca_33026,pca_59030,pca_59062
24,pca_54870,,
25,pca_58313,,
26,pca_59010,,
27,pca_3661,,
28,pca_56432,,
29,pca_41268,,
30,pca_53549,,
31,pca_58991,,
32,pca_55858,,
33,pca_2484,,
34,pca_57515,,
35,pca_58401,,
36,pca_153,,
37,pca_58393,,
38,pca_53448,,
39,pca_51654,,
40,pca_55857,,
41,pca_58160,,
42,pca_59004,,
43,pca_58339,,
44,pca_51455,,
45,pca_57164,,
46,pca_54867,,
47,pca_33220,,
48,pca_56390,,
49,pca_55849,,
50,pca_58826,,
51,pca_55814,,
52,pca_54077,,
53,pca_54916,,
54,pca_57518,,
55,pca_54001,,
56,pca_57862,,
57,pca_55802,,
58,pca_58304,,
59,pca_57572,,
60,pca_58306,,
61,pca_53314,,
62,pca_54851,,
63,pca_58950,,
64,pca_19244,,
65,pca_54909,,
66,pca_59018,,
67,pca_59034,,
68,pca_25866,,
69,pca_55839,,
70,pca_55807,,
71,pca_26466,,
72,pca_55862,,
73,pca_58276,,
74,pca_53331,,
75,pca_58397,,
76,pca_57801,,
77,pca_56430,,
78,pca_55833,,
79,pca_30466,,
80,pca_55816,,
81,pca_3838,,
82,pca_2493,,
83,pca_55810,,
84,pca_35172,,
85,pca_57864,,
86,pca_53329,,
87,pca_15987,,
88,pca_56459,,
89,pca_22925,,
90,pca_58956,,
91,pca_57178,,
92,pca_56428,,
93,pca_2170,,
94,pca_22534,,
95,pca_57170,,
96,pca_55824,,
97,pca_55866,,
98,pca_55822,,
99,pca_57166,,
100,pca_58952,,
101,pca_57524,,
102,pca_58203,,
103,pca_55841,,
104,pca_57528,,
105,pca_26268,,
106,pca_58301,,
107,pca_57880,,
108,pca_58199,,
109,pca_58423,,
110,pca_57876,,
111,pca_58438,,
112,pca_35230,,
113,pca_55838,,
114,pca_55855,,
115,pca_26152,,
116,pca_21532,,
117,pca_57513,,
118,pca_55826,,
119,pca_56461,,
120,pca_56398,,
121,pca_56412,,
122,pca_57533,,
123,pca_57858,,
124,pca_58330,,
125,pca_57670,,
126,pca_54848,,
127,pca_54855,,
128,pca_59026,,
129,pca_53321,,
