,train,val,test
0,pca_54845,pca_57570,pca_57176
1,pca_26197,pca_3287,pca_54853
2,pca_58347,pca_55860,pca_57164
3,pca_57180,pca_57174,pca_33220
4,pca_58838,pca_58339,pca_55843
5,pca_57574,pca_2484,pca_56432
6,pca_32884,pca_57216,pca_56452
7,pca_56320,pca_58160,pca_26840
8,pca_53556,pca_58954,pca_57870
9,pca_58363,pca_58952,pca_30440
10,pca_56384,pca_339,pca_55828
11,pca_54839,pca_26466,pca_59030
12,pca_54910,pca_54916,pca_54855
13,pca_51657,pca_59060,pca_58427
14,pca_50963,pca_19300,pca_58264
15,pca_2174,pca_58341,pca_54848
16,pca_22705,pca_56390,pca_54860
17,pca_58252,pca_56412,pca_57522
18,pca_33762,pca_54851,pca_57518
19,pca_21769,pca_57524,pca_21572
20,pca_58419,pca_55824,pca_55814
21,pca_26148,pca_25866,pca_695
22,pca_33026,pca_22925,pca_22892
23,pca_54870,pca_56461,pca_26268
24,pca_58313,,
25,pca_59010,,
26,pca_3661,,
27,pca_41268,,
28,pca_53549,,
29,pca_22039,,
30,pca_58991,,
31,pca_55858,,
32,pca_55868,,
33,pca_57515,,
34,pca_58401,,
35,pca_57529,,
36,pca_21674,,
37,pca_153,,
38,pca_58393,,
39,pca_53448,,
40,pca_51654,,
41,pca_55857,,
42,pca_59004,,
43,pca_51455,,
44,pca_30460,,
45,pca_54867,,
46,pca_58281,,
47,pca_55864,,
48,pca_55820,,
49,pca_55849,,
50,pca_58826,,
51,pca_56436,,
52,pca_26640,,
53,pca_54077,,
54,pca_54001,,
55,pca_55853,,
56,pca_57862,,
57,pca_55802,,
58,pca_58304,,
59,pca_57572,,
60,pca_58306,,
61,pca_2241,,
62,pca_53314,,
63,pca_33576,,
64,pca_33810,,
65,pca_58950,,
66,pca_19244,,
67,pca_54909,,
68,pca_59018,,
69,pca_59034,,
70,pca_55839,,
71,pca_55807,,
72,pca_55862,,
73,pca_42717,,
74,pca_58276,,
75,pca_53331,,
76,pca_58397,,
77,pca_57801,,
78,pca_56430,,
79,pca_55833,,
80,pca_30466,,
81,pca_55816,,
82,pca_3838,,
83,pca_2493,,
84,pca_55810,,
85,pca_35172,,
86,pca_57864,,
87,pca_53329,,
88,pca_55836,,
89,pca_15987,,
90,pca_56459,,
91,pca_58956,,
92,pca_57178,,
93,pca_56428,,
94,pca_2170,,
95,pca_53782,,
96,pca_22534,,
97,pca_57170,,
98,pca_55851,,
99,pca_55866,,
100,pca_55822,,
101,pca_57166,,
102,pca_58203,,
103,pca_55841,,
104,pca_57528,,
105,pca_56382,,
106,pca_58301,,
107,pca_57880,,
108,pca_58199,,
109,pca_58423,,
110,pca_57876,,
111,pca_58438,,
112,pca_35230,,
113,pca_55838,,
114,pca_55855,,
115,pca_26152,,
116,pca_21532,,
117,pca_57513,,
118,pca_55826,,
119,pca_56398,,
120,pca_57533,,
121,pca_57858,,
122,pca_58330,,
123,pca_57670,,
124,pca_59026,,
125,pca_53321,,
126,pca_56410,,
127,pca_2229,,
128,pca_56440,,
129,pca_56386,,
